ID zgłoszenia,Tytuł zgłoszenia,Deskrypcjon,Dopasowana reguła,Typ zgłoszenia,Priorytet,Typ żądania,Data utworzenia zgłoszenia,Oczekiwany wynik,Pewność
1012,Problem z zasilaczem do laptopa Dell,Opis: Problem z zasilaczem do laptopa Dell Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 13:00:22,0,0.0
1013,Incydent: Uszkodzona matryca w laptopie służbowym,Opis: Incydent: Uszkodzona matryca w laptopie służbowym Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 08:28:28,0,0.0
1014,Awaria mikroserwisu obsługi mobile błąd serwera aplikacja lojalnościowa,Opis: Awaria mikroserwisu obsługi mobile błąd serwera aplikacja lojalnościowa Działanie naprawcze: Poinstruowano personel o procedurze awaryjnej (rabat ręczny). Podsumowanie: Kupony są ponownie walidowane poprawnie.,Aplikacja mobilna - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 12:30:38,4,0.9
1015,Problem z zasilaczem do laptopa Dell,Opis: Problem z zasilaczem do laptopa Dell Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 12:55:14,0,0.0
1016, Konto pocztowe przepełnione - prośba o pilną weryfikację.,Opis:  Konto pocztowe przepełnione - prośba o pilną weryfikację. Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 10:09:30,0,0.0
1017,Błąd protokołu komunikacyjnego wagi systemowej wartość ujemna na wyświetlaczu waga systemowa,"Opis: Błąd protokołu komunikacyjnego wagi systemowej wartość ujemna na wyświetlaczu waga systemowa Działanie naprawcze: Sprawdzono czy szalka wagi nie jest zablokowana mechanicznie. Podsumowanie: Waga wskazuje poprawnie, odczyt stabilny.",Waga - Błąd kalibracji,[System] Incident,Low,Report broken hardware,01.11.2025 15:02:28,4,0.9
1018,Awaria stacji dokującej laptopa,"Opis: Awaria stacji dokującej laptopa Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,Low,Report broken hardware,01.11.2025 13:14:55,0,0.0
1019,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 21:50:47,0,0.0
1020,błąd konfiguracji adresu IP,Opis: błąd konfiguracji adresu IP Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,High,Report a system problem,01.11.2025 13:39:20,0,0.0
1021,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,High,Report a system problem,01.11.2025 16:06:57,0,0.0
1022,Błąd systemu: Całkowite zawieszenie procesu aplikacji sprzedażowej wszystkie kasy,"Opis: Błąd systemu: Całkowite zawieszenie procesu aplikacji sprzedażowej wszystkie kasy Działanie naprawcze: Wykonano pełny restart stanowiska kasowego. Podsumowanie: Stanowisko przywrócone do pracy, brak ponownych zawieszeń.",POS - Zawieszenie aplikacji,[System] Incident,High,Report a system problem,01.11.2025 16:56:14,3,0.9
1023,problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 22:15:50,0,0.0
1024,Czytnik RCP nie przesyła odbić do systemu błąd systemowy - wymagany restart nie pomógł.,"Opis: Czytnik RCP nie przesyła odbić do systemu błąd systemowy - wymagany restart nie pomógł. Działanie naprawcze: Zrestartowano urządzenie RCP (hard reset). Podsumowanie: Urządzenie działa poprawnie, test karty pracowniczej pozytywny.",RCP - Błąd synchronizacji,[System] Incident,Medium,Report a system problem,01.11.2025 23:22:37,3,0.9
1025,Prośba o wsparcie: Prośba o nadanie uprawnień do grupy,Opis: Prośba o wsparcie: Prośba o nadanie uprawnień do grupy Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 22:32:13,0,0.0
1026,prośba o wsparcie: Monitor zewnętrzny nie wykrywa sygnału,"Opis: prośba o wsparcie: Monitor zewnętrzny nie wykrywa sygnału Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,Low,Report broken hardware,01.11.2025 08:38:33,0,0.0
1027,Błąd uruchamiania Microsoft Outlook - blokuje obsługę klienta.,"Opis: Błąd uruchamiania Microsoft Outlook - blokuje obsługę klienta. Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Medium,Report a system problem,01.11.2025 16:24:05,0,0.0
1028,Błąd autoryzacji tokena karty klienta transakcja bez identyfikacji system lojalnościowy,"Opis: Błąd autoryzacji tokena karty klienta transakcja bez identyfikacji system lojalnościowy Działanie naprawcze: Zrestartowano lokalny serwis proxy lojalnościowego. Podsumowanie: Serwer lojalnościowy odpowiada, punkty naliczają się.",Loyalty - Niedostępność serwisu,[System] Incident,Medium,Report a system problem,01.11.2025 13:31:20,4,0.9
1029,Błąd licencji pakietu Office,Opis: Błąd licencji pakietu Office Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 16:40:43,0,0.0
1030,Prośba o wsparcie: Awaria kontrolera dotyku w kiosku samoobsługowym błąd krytyczny aplikacji,"Opis: Prośba o wsparcie: Awaria kontrolera dotyku w kiosku samoobsługowym błąd krytyczny aplikacji Działanie naprawcze: Zgłoszono awarię sprzętową do serwisu producenta. Podsumowanie: Urządzenie wymaga wymiany ekranu, wyłączono z użycia.",Kiosk - Awaria dotyku,[System] Incident,Medium,Report broken hardware,01.11.2025 12:56:16,6,0.9
1031,Zgłoszenie awarii: Brak dostępu do folderu współdzielonego,Opis: Zgłoszenie awarii: Brak dostępu do folderu współdzielonego Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 13:02:50,0,0.0
1032,utrata połączenia z serwerem plików,Opis: utrata połączenia z serwerem plików Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,High,Report a system problem,01.11.2025 16:38:27,0,0.0
1033,błąd systemu: Brak reakcji interfejsu na dotyk - freeze wszystkie kasy aplikacja zamknęła się samoistnie,"Opis: błąd systemu: Brak reakcji interfejsu na dotyk - freeze wszystkie kasy aplikacja zamknęła się samoistnie Działanie naprawcze: Wykonano pełny restart stanowiska kasowego. Podsumowanie: Problem rozwiązany, zalecana obserwacja wydajności.",POS - Zawieszenie aplikacji,[System] Incident,High,Report a system problem,01.11.2025 11:32:43,4,0.9
1034,nie działa logowanie do portalu pracowniczego,Opis: nie działa logowanie do portalu pracowniczego Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 19:50:43,0,0.0
1035,Prośba o wsparcie: Brak dostępu do sieci Wi-Fi,Opis: Prośba o wsparcie: Brak dostępu do sieci Wi-Fi Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 15:55:44,0,0.0
1036,Błąd procedury aktualizacji PLU kasa nr 14 ceny nie zaktualizowały się,Opis: Błąd procedury aktualizacji PLU kasa nr 14 ceny nie zaktualizowały się Działanie naprawcze: Zrestartowano usługę replikacji danych. Podsumowanie: Cennik zaktualizowany na wszystkich stanowiskach.,System - Opóźnienie replikacji,[System] Incident,Medium,Report a system problem,01.11.2025 12:40:05,3,0.9
1037,Zablokowane konto domenowe AD,Opis: Zablokowane konto domenowe AD Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 20:15:54,0,0.0
1038,Błąd komunikacji RS232 z drukarka fiskalna drukarka Posnet dioda Error świeci ciągle,Opis: Błąd komunikacji RS232 z drukarka fiskalna drukarka Posnet dioda Error świeci ciągle Działanie naprawcze: Wykonano reset sprzętowy drukarki fiskalnej. Podsumowanie: Błąd pamięci ustąpił po restarcie.,Drukarka fiskalna - Błąd pamięci,[System] Incident,High,Report broken hardware,01.11.2025 15:21:38,4,0.9
1039,Problem techniczny: Excel zawiesza się przy otwieraniu pliku,Opis: Problem techniczny: Excel zawiesza się przy otwieraniu pliku Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 17:23:01,0,0.0
1040,Błąd systemu: Opóźnienie replikacji cennika z serwera centralnego ceny nie zaktualizowały się,"Opis: Błąd systemu: Opóźnienie replikacji cennika z serwera centralnego ceny nie zaktualizowały się Działanie naprawcze: Sprawdzono logi serwera i usunięto blokadę transakcji. Podsumowanie: Problem rozwiązany, promocje są widoczne.",System - Opóźnienie replikacji,[System] Incident,Medium,Report a system problem,01.11.2025 22:08:37,3,0.9
1041,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,High,Report a system problem,01.11.2025 12:03:23,0,0.0
1042,Brak sygnału sterującego otwarciem szuflady (RJ11) klucz utknął w zamku,"Opis: Brak sygnału sterującego otwarciem szuflady (RJ11) klucz utknął w zamku Działanie naprawcze: Sprawdzono podłączenie kabla RJ11 do drukarki fiskalnej. Podsumowanie: Problem rozwiązany, zamek działa płynnie.",Szuflada - Awaria otwarcia,[System] Incident,Medium,Report a system problem,01.11.2025 09:26:55,3,0.9
1043,Prośba o wsparcie: Błąd protokołu komunikacyjnego wagi systemowej wymagana ponowna kalibracja,"Opis: Prośba o wsparcie: Błąd protokołu komunikacyjnego wagi systemowej wymagana ponowna kalibracja Działanie naprawcze: Przeprowadzono procedurę kalibracji serwisowej. Podsumowanie: Waga wskazuje poprawnie, odczyt stabilny.",Waga - Błąd kalibracji,[System] Incident,Low,Report broken hardware,01.11.2025 11:21:28,3,0.9
1044,Błąd sterownika HID skanera kodów skaner Honeywell - wymagany restart nie pomógł. czytnik kodów,"Opis: Błąd sterownika HID skanera kodów skaner Honeywell - wymagany restart nie pomógł. czytnik kodów Działanie naprawcze: Przepięto skaner do innego portu USB. Podsumowanie: Skaner działa poprawnie, kody są odczytywane.",Skaner - Błąd sterownika,[System] Incident,Medium,Report a system problem,01.11.2025 13:03:13,4,0.9
1045,Problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 23:22:38,0,0.0
1046,Nie działa logowanie do portalu pracowniczego,Opis: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 12:10:14,0,0.0
1047,błąd synchronizacji hasła,Opis: błąd synchronizacji hasła Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 18:25:10,0,0.0
1048,błąd renderowania ikon na pasku statusu uniemożliwia pracę kod błędu GUI-102,Opis: błąd renderowania ikon na pasku statusu uniemożliwia pracę kod błędu GUI-102 Działanie naprawcze: Przeładowano interfejs użytkownika (UI Reload). Podsumowanie: Problem rozwiązany po aktualizacji sterowników.,POS - Błąd interfejsu,[System] Incident,Medium,Report a system problem,01.11.2025 15:13:41,3,0.9
1049,Zablokowane konto domenowe AD - blokuje obsługę klienta.,Opis: Zablokowane konto domenowe AD - blokuje obsługę klienta. Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 09:21:56,0,0.0
1050,Błąd tarowania - wartość poza zakresem waga CAS wymagana ponowna kalibracja,"Opis: Błąd tarowania - wartość poza zakresem waga CAS wymagana ponowna kalibracja Działanie naprawcze: Odłączono i podłączono ponownie zasilanie wagi. Podsumowanie: Usunięto przeszkodę blokującą szalkę, waga działa.",Waga - Błąd kalibracji,[System] Incident,Low,Report broken hardware,01.11.2025 12:44:27,4,0.9
1051,przeglądarka Chrome nie ładuje stron intranetu,Opis: przeglądarka Chrome nie ładuje stron intranetu Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 16:38:17,0,0.0
1052,Brak reakcji interfejsu na dotyk - freeze wszystkie kasy aplikacja zamknęła się samoistnie,"Opis: Brak reakcji interfejsu na dotyk - freeze wszystkie kasy aplikacja zamknęła się samoistnie Działanie naprawcze: Przeinstalowano aplikację sprzedażową na stanowisku. Podsumowanie: Usunięto przyczynę wycieku pamięci, system stabilny.",POS - Zawieszenie aplikacji,[System] Incident,High,Report a system problem,01.11.2025 16:30:39,4,0.9
1053,Błąd licencji pakietu Office,Opis: Błąd licencji pakietu Office Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 16:32:14,0,0.0
1054,Błąd systemu: Uszkodzone gniazdo LAN w ścianie,Opis: Błąd systemu: Uszkodzone gniazdo LAN w ścianie Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 11:26:18,0,0.0
1055,Zablokowane konto domenowe AD,Opis: Zablokowane konto domenowe AD Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 16:31:35,0,0.0
1056,excel zawiesza się przy otwieraniu pliku,Opis: excel zawiesza się przy otwieraniu pliku Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 11:44:38,0,0.0
1057,Brak rejestracji wejscia mimo poprawnego odbicia dotyczy całego zespołu - wymagany restart nie pomogł. czas pracy,"Opis: Brak rejestracji wejscia mimo poprawnego odbicia dotyczy całego zespołu - wymagany restart nie pomogł. czas pracy Działanie naprawcze: Sprawdzono konfigurację sieciową czytnika, przywrócono połączenie. Podsumowanie: Synchronizacja przywrócona, brakujące odbicia pojawiły się w systemie.",RCP - Błąd synchronizacji,[System] Incident,Medium,Report a system problem,01.11.2025 11:45:04,4,0.9
1058,Awaria kontrolera dotyku w kiosku samoobsługowym wymagany serwis on-site - blokuje obsługę klienta.,"Opis: Awaria kontrolera dotyku w kiosku samoobsługowym wymagany serwis on-site - blokuje obsługę klienta. Działanie naprawcze: Zgłoszono awarię sprzętową do serwisu producenta. Podsumowanie: Kiosk uruchomił się poprawnie, dotyk działa.",Kiosk - Awaria dotyku,[System] Incident,Medium,Report broken hardware,01.11.2025 07:41:18,6,0.9
1059,Zablokowane konto domenowe AD,Opis: Zablokowane konto domenowe AD Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 14:29:28,0,0.0
1060,dotyczy: Problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: dotyczy: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 20:20:15,0,0.0
1061,Uszkodzone gniazdo LAN w ścianie,Opis: Uszkodzone gniazdo LAN w ścianie Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 08:49:58,0,0.0
1062,Awaria: Awaria kontrolera dotyku w kiosku samoobsługowym urządzenie wyłączone z eksploatacji wymagany serwis on-site,"Opis: Awaria: Awaria kontrolera dotyku w kiosku samoobsługowym urządzenie wyłączone z eksploatacji wymagany serwis on-site Działanie naprawcze: Sprawdzono połączenia wewnętrzne kiosku. Podsumowanie: Urządzenie wymaga wymiany ekranu, wyłączono z użycia.",Kiosk - Awaria dotyku,[System] Incident,Medium,Report broken hardware,01.11.2025 15:08:46,6,0.9
1063,Artefakty graficzne w interfejsie użytkownika,Opis: Artefakty graficzne w interfejsie użytkownika Działanie naprawcze: Zmieniono rozdzielczość ekranu i przywrócono ustawienia domyślne. Podsumowanie: Błąd graficzny ustąpił po restarcie aplikacji.,POS - Błąd interfejsu,[System] Incident,Medium,Report a system problem,01.11.2025 23:36:34,3,0.9
1064,Wymagany serwis: Monitor zewnętrzny nie wykrywa sygnału,Opis: Wymagany serwis: Monitor zewnętrzny nie wykrywa sygnału Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 12:08:18,0,0.0
1065,Awaria: Słuchawki z mikrofonem nie są wykrywane przez system,Opis: Awaria: Słuchawki z mikrofonem nie są wykrywane przez system Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 19:25:42,0,0.0
1066,Błąd walidacji NIP w zewnętrznym API GUS zawieszenie modułu fakturowania - blokuje obsługę klienta.,Opis: Błąd walidacji NIP w zewnętrznym API GUS zawieszenie modułu fakturowania - blokuje obsługę klienta. Działanie naprawcze: Sprawdzono dostępność serwisu GUS (baza NIP). Podsumowanie: Dokument wygenerowany i wydrukowany.,Faktury - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 18:07:39,3,0.9
1067,Program antywirusowy blokuje aplikację,Opis: Program antywirusowy blokuje aplikację Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 23:33:17,0,0.0
1068,konto użytkownika wygasło stanowisko 11 komunikat: Invalid Credentials,"Opis: konto użytkownika wygasło stanowisko 11 komunikat: Invalid Credentials Działanie naprawcze: Odblokowano konto po weryfikacji tożsamości. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Dostęp - Błąd autoryzacji POS,[System] Service request,Medium,Report a system problem,01.11.2025 15:43:28,4,0.9
1069,Awaria: Przeglądarka Chrome nie ładuje stron intranetu,"Opis: Awaria: Przeglądarka Chrome nie ładuje stron intranetu Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Medium,Report a system problem,01.11.2025 15:07:24,0,0.0
1070, Utrata sygnału wideo na kontrolerze KDS stacja grill system offline,"Opis:  Utrata sygnału wideo na kontrolerze KDS stacja grill system offline Działanie naprawcze: Wymieniono kabel HDMI/VGA łączący kontroler z monitorem. Podsumowanie: Bumpbar reaguje na wciśnięcia, system sprawny.",KDS - Brak sygnału wideo,[System] Incident,Medium,Report a system problem,01.11.2025 16:58:53,6,0.9
1071,Zgłoszenie awarii: Brak sygnału sterującego otwarciem szuflady (RJ11) stanowisko 11 szuflada nie domyka się,"Opis: Zgłoszenie awarii: Brak sygnału sterującego otwarciem szuflady (RJ11) stanowisko 11 szuflada nie domyka się Działanie naprawcze: Sprawdzono podłączenie kabla RJ11 do drukarki fiskalnej. Podsumowanie: Usunięto blokadę mechaniczną, sprzęt sprawny.",Szuflada - Awaria otwarcia,[System] Incident,Medium,Report a system problem,01.11.2025 13:03:24,3,0.9
1072,awaria kontrolera dotyku w kiosku samoobsługowym system nie startuje błąd krytyczny aplikacji,"Opis: awaria kontrolera dotyku w kiosku samoobsługowym system nie startuje błąd krytyczny aplikacji Działanie naprawcze: Zgłoszono awarię sprzętową do serwisu producenta. Podsumowanie: Urządzenie wymaga wymiany ekranu, wyłączono z użycia.",Kiosk - Awaria dotyku,[System] Incident,Medium,Report broken hardware,01.11.2025 13:04:22,6,0.9
1073,brak tonera w drukarce korytarzowej,"Opis: brak tonera w drukarce korytarzowej Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,Low,Report broken hardware,01.11.2025 13:09:34,0,0.0
1074,Brak tonera w drukarce korytarzowej,Opis: Brak tonera w drukarce korytarzowej Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 17:49:21,0,0.0
1075,Problem z zasilaczem do laptopa Dell,Opis: Problem z zasilaczem do laptopa Dell Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 12:28:20,0,0.0
1076,Nieudana aktualizacja systemu Windows - blokuje obsługę klienta.,Opis: Nieudana aktualizacja systemu Windows - blokuje obsługę klienta. Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 14:47:36,0,0.0
1077,Skaner dokumentów nie pobiera kartek,Opis: Skaner dokumentów nie pobiera kartek Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 15:16:13,0,0.0
1078,Problem techniczny: Błąd sterownika HID skanera kodów - blokuje obsługę klienta. czytnik kodów,"Opis: Problem techniczny: Błąd sterownika HID skanera kodów - blokuje obsługę klienta. czytnik kodów Działanie naprawcze: Wymieniono kabel USB skanera. Podsumowanie: Skaner działa poprawnie, kody są odczytywane.",Skaner - Błąd sterownika,[System] Incident,Medium,Report a system problem,01.11.2025 13:49:14,4,0.9
1079,Dotyczy: Niska przepustowość łącza internetowego,Opis: Dotyczy: Niska przepustowość łącza internetowego Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,High,Report a system problem,01.11.2025 10:24:48,0,0.0
