ID zgłoszenia;Tytuł zgłoszenia;Deskrypcjon;Dopasowana reguła;Typ zgłoszenia;Data utworzenia zgłoszenia;Oczekiwany wynik;Pewność
1011;Brak dostępu do zasobów zewnętrznych;Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.;Inne;[System] Incident;2025-11-01 08:44:49;0;0
1012;Problem techniczny: Błąd tarowania - wartość poza zakresem - stanowisko nieczynne.;Opis: Problem techniczny: Błąd tarowania - wartość poza zakresem - stanowisko nieczynne. Działanie naprawcze: Wykonano zerowanie i tarowanie wagi. Podsumowanie: Waga wskazuje poprawnie, odczyt stabilny.;Waga - Błąd kalibracji;[System] Incident;2025-11-01 15:41:23;4;0,9
1013;Teams nie łączy z spotkaniem;Opis: Teams nie łączy z spotkaniem Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Błąd nie występuje po aktualizacji.;Inne;[System] Incident;2025-11-01 07:02:14;0;0
1014;Nieudana aktualizacja systemu Windows;Opis: Nieudana aktualizacja systemu Windows Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Błąd nie występuje po aktualizacji.;Inne;[System] Incident;2025-11-01 14:11:57;0;0
1015;Awaria kontrolera dotyku w kiosku samoobsługowym system nie startuje błąd krytyczny aplikacji;Opis: Awaria kontrolera dotyku w kiosku samoobsługowym system nie startuje błąd krytyczny aplikacji Działanie naprawcze: Zrestartowano kiosk (odcięcie zasilania). Podsumowanie: Urządzenie wymaga wymiany ekranu, wyłączono z użycia.;Kiosk - Awaria dotyku;[System] Incident;2025-11-01 13:00:29;6;0,9
1016; Wygasło haslo do systemu Windows;Opis:  Wygasło haslo do systemu Windows Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;2025-11-01 10:16:53;0;0
1017;Uszkodzone gniazdo LAN w ścianie - blokuje obsługę klienta.;Opis: Uszkodzone gniazdo LAN w ścianie - blokuje obsługę klienta. Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.;Inne;[System] Incident;2025-11-01 12:42:11;0;0
1018;Nie działa logowanie do portalu pracowniczego;Opis: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 16:08:11;0;0
1019;Prośba o nadanie uprawnien do grupy - blad powtarzalny.;Opis: Prośba o nadanie uprawnien do grupy - blad powtarzalny. Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 12:04:04;0;0
1020;Brak dostępu do zasobów zewnętrznych;Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;2025-11-01 09:42:11;0;0
1021;Wyjątek w module fakturowania - NullReferenceException problem z bazą GUS;Opis: Wyjątek w module fakturowania - NullReferenceException problem z bazą GUS Działanie naprawcze: Poprawiono błędne dane kontrahenta i ponowiono próbę. Podsumowanie: Faktura wystawiona poprawnie po ponowieniu próby.;Faktury - Błąd API;[System] Incident;2025-11-01 14:34:02;3;0,9
1022;Zacięcie papieru w urządzeniu wielofunkcyjnym;Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.;Inne;[System] Incident;2025-11-01 07:54:24;0;0
1023;problem techniczny: Artefakty graficzne w interfejsie użytkownika uniemożliwia pracę pojawia się po zalogowaniu;Opis: problem techniczny: Artefakty graficzne w interfejsie użytkownika uniemożliwia pracę pojawia się po zalogowaniu Działanie naprawcze: Zaktualizowano sterowniki karty graficznej na terminalu POS. Podsumowanie: Problem rozwiązany po aktualizacji sterowników.;POS - Błąd interfejsu;[System] Incident;2025-11-01 09:43:15;3;0,9
1024;konto użytkownika wygasło komunikat: Invalid Credentials;Opis: konto użytkownika wygasło komunikat: Invalid Credentials Działanie naprawcze: Przeprogramowano kartę magnetyczną użytkownika. Podsumowanie: Problem rozwiązany, użytkownik może pracować.;Dostęp - Błąd autoryzacji POS;[System] Service request;2025-11-01 14:16:10;4;0,9
1025;Problem techniczny: Awaria webserwisu obsługi nagród błąd bazy danych transakcja bez identyfikacji system lojalnościowy;Opis: Problem techniczny: Awaria webserwisu obsługi nagród błąd bazy danych transakcja bez identyfikacji system lojalnościowy Działanie naprawcze: Zrestartowano lokalny serwis proxy lojalnościowego. Podsumowanie: Połączenie przywrócone, system działa online.;Loyalty - Niedostępność serwisu;[System] Incident;2025-11-01 20:19:56;4;0,9
1026;Konto użytkownika wygasło;Opis: Konto użytkownika wygasło Działanie naprawcze: Nadano brakujące uprawnienia kierownicze. Podsumowanie: Dostęp przywrócony, uprawnienia zaktualizowane.;Dostęp - Błąd autoryzacji POS;[System] Service request;2025-11-01 14:07:35;4;0,9
1027;Utrata połączenia z serwerem plików;Opis: Utrata połączenia z serwerem plików Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;2025-11-01 17:17:03;0;0
1028;Zablokowane konto domenowe AD;Opis: Zablokowane konto domenowe AD Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;2025-11-01 13:37:01;0;0
1029;Wymagany serwis: Błąd API podczas walidacji kuponu mobilnego zgłaszane przez klientów zamówienie nie dociera do POS - stanowisko nieczynne. aplikacja lojalnościowa;Opis: Wymagany serwis: Błąd API podczas walidacji kuponu mobilnego zgłaszane przez klientów zamówienie nie dociera do POS - stanowisko nieczynne. aplikacja lojalnościowa Działanie naprawcze: Sprawdzono logi transakcji, błąd po stronie zewnętrznego dostawcy. Podsumowanie: Zgłoszenie zamknięte, błąd globalny usunięty.;Aplikacja mobilna - Błąd API;[System] Incident;2025-11-01 11:31:59;4;0,9
1030;uszkodzona matryca w laptopie służbowym;Opis: uszkodzona matryca w laptopie służbowym Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Sprzęt działa poprawnie po wymianie.;Inne;[System] Incident;2025-11-01 10:56:46;0;0
1031;Problem techniczny: Bład sterownika HID skanera kodów - błąd powtarzalny. czytnik kodow;Opis: Problem techniczny: Bład sterownika HID skanera kodów - błąd powtarzalny. czytnik kodow Działanie naprawcze: Przeinstalowano sterownik urządzenia w systemie Windows. Podsumowanie: Problem rozwiązany po rekonfiguracji urządzenia.;Skaner - Błąd sterownika;[System] Incident;2025-11-01 17:39:31;4;0,9
1032;Błąd synchronizacji hasła;Opis: Błąd synchronizacji hasła Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 20:53:21;0;0
1033;Problem techniczny: Brak dostępu do sieci Wi-Fi;Opis: Problem techniczny: Brak dostępu do sieci Wi-Fi Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Awaria infrastruktury usunięta.;Inne;[System] Incident;2025-11-01 08:45:13;0;0
1034;błąd systemu: Awaria switcha w szafie rack;Opis: błąd systemu: Awaria switcha w szafie rack Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;2025-11-01 18:59:37;0;0
1035;Nie działa logowanie do portalu pracowniczego;Opis: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Użytkownik zalogował się pomyślnie.;Inne;[System] Service request;2025-11-01 20:11:38;0;0
1036; Brak dostępu do folderu współdzielonego;Opis:  Brak dostępu do folderu współdzielonego Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 16:13:20;0;0
1037;Drukarka sieciowa w biurze offline;Opis: Drukarka sieciowa w biurze offline Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.;Inne;[System] Incident;2025-11-01 16:29:12;0;0
1038;Awaria stacji dokującej laptopa;Opis: Awaria stacji dokującej laptopa Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.;Inne;[System] Incident;2025-11-01 09:40:49;0;0
1039;Drukarka sieciowa w biurze offline;Opis: Drukarka sieciowa w biurze offline Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.;Inne;[System] Incident;2025-11-01 19:41:55;0;0
1040;Konto pocztowe przepełnione;Opis: Konto pocztowe przepełnione Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.;Inne;[System] Service request;2025-11-01 15:31:12;0;0
1041;Uszkodzenie modułu laserowego skanera błąd interfejsu USB - wymagany restart nie pomógł. czytnik kodów;Opis: Uszkodzenie modułu laserowego skanera błąd interfejsu USB - wymagany restart nie pomógł. czytnik kodów Działanie naprawcze: Wymieniono kabel USB skanera. Podsumowanie: Wymiana kabla pomogła, skaner sprawny.;Skaner - Błąd sterownika;[System] Incident;2025-11-01 17:43:14;4;0,9
1042;nie działa logowanie do portalu pracowniczego;Opis: nie działa logowanie do portalu pracowniczego Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 12:34:55;0;0
1043;Utrata połączenia z serwerem plików;Opis: Utrata połączenia z serwerem plików Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;2025-11-01 10:52:45;0;0
1044;Wygasło hasło do systemu Windows;Opis: Wygasło hasło do systemu Windows Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.;Inne;[System] Service request;2025-11-01 13:15:43;0;0
1045;Prośba o nadanie uprawnień do grupy;Opis: Prośba o nadanie uprawnień do grupy Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;2025-11-01 08:34:05;0;0
1046;Błąd API podczas walidacji kuponu mobilnego zgłaszane przez klientów zamówienie nie dociera do POS aplikacja lojalnościowa;Opis: Błąd API podczas walidacji kuponu mobilnego zgłaszane przez klientów zamówienie nie dociera do POS aplikacja lojalnościowa Działanie naprawcze: Poinstruowano personel o procedurze awaryjnej (rabat ręczny). Podsumowanie: Kupony są ponownie walidowane poprawnie.;Aplikacja mobilna - Błąd API;[System] Incident;2025-11-01 06:48:53;4;0,9
1047;Błąd sterownika HID skanera kodów stanowisko 2 - prośba o interwencję. czytnik kodów;Opis: Błąd sterownika HID skanera kodów stanowisko 2 - prośba o interwencję. czytnik kodów Działanie naprawcze: Przeinstalowano sterownik urządzenia w systemie Windows. Podsumowanie: Problem rozwiązany po rekonfiguracji urządzenia.;Skaner - Błąd sterownika;[System] Incident;2025-11-01 07:37:31;4;0,9
1048;Brak dostępu do dysku sieciowego Z:;Opis: Brak dostępu do dysku sieciowego Z: Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.;Inne;[System] Incident;2025-11-01 07:26:12;0;0
1049;Dotyczy: Czytnik nie dekoduje standardu EAN-13 skaner Zebra czytnik kodów;Opis: Dotyczy: Czytnik nie dekoduje standardu EAN-13 skaner Zebra czytnik kodów Działanie naprawcze: Przepięto skaner do innego portu USB. Podsumowanie: Wymiana kabla pomogła, skaner sprawny.;Skaner - Błąd sterownika;[System] Incident;2025-11-01 10:02:06;4;0,9
1050;Mysz bezprzewodowa nie paruje się z odbiornikiem - prośba o pilną weryfikację.;Opis: Mysz bezprzewodowa nie paruje się z odbiornikiem - prośba o pilną weryfikację. Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.;Inne;[System] Incident;2025-11-01 17:51:53;0;0
1051;Błąd synchronizacji ewidencji czasu pracy z serwerem;Opis: Błąd synchronizacji ewidencji czasu pracy z serwerem Działanie naprawcze: Wymuszono ręczną synchronizację danych z serwerem centralnym. Podsumowanie: Problem wynikał z chwilowego braku sieci, dane uzupełnione.;RCP - Błąd synchronizacji;[System] Incident;2025-11-01 12:37:05;3;0,9
1052;Incydent: Błąd renderowania ikon na pasku statusu na ekranie logowania kod błędu GUI-102;Opis: Incydent: Błąd renderowania ikon na pasku statusu na ekranie logowania kod błędu GUI-102 Działanie naprawcze: Zmieniono rozdzielczość ekranu i przywrócono ustawienia domyślne. Podsumowanie: Błąd graficzny ustąpił po restarcie aplikacji.;POS - Błąd interfejsu;[System] Incident;2025-11-01 21:41:32;3;0,9
1053;Telefon VoIP nie ma sygnału;Opis: Telefon VoIP nie ma sygnału Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.;Inne;[System] Incident;2025-11-01 13:01:12;0;0
1054;brak dostępu do zasobów zewnętrznych;Opis: brak dostępu do zasobów zewnętrznych Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;2025-11-01 14:10:15;0;0
1055;Zablokowane konto domenowe AD;Opis: Zablokowane konto domenowe AD Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;2025-11-01 11:11:16;0;0
1056;awaria kontrolera dotyku w kiosku samoobsługowym wymagany serwis on-site;Opis: awaria kontrolera dotyku w kiosku samoobsługowym wymagany serwis on-site Działanie naprawcze: Zgłoszono awarię sprzętową do serwisu producenta. Podsumowanie: Urządzenie wymaga wymiany ekranu, wyłączono z użycia.;Kiosk - Awaria dotyku;[System] Incident;2025-11-01 09:16:49;6;0,9
1057;zablokowane konto domenowe AD;Opis: zablokowane konto domenowe AD Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 13:24:06;0;0
1058;Niska przepustowość łącza internetowego;Opis: Niska przepustowość łącza internetowego Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Awaria infrastruktury usunięta.;Inne;[System] Incident;2025-11-01 17:56:07;0;0
1059;Błąd tarowania - wartość poza zakresem stanowisko 4;Opis: Błąd tarowania - wartość poza zakresem stanowisko 4 Działanie naprawcze: Odłączono i podłączono ponownie zasilanie wagi. Podsumowanie: Waga wskazuje poprawnie, odczyt stabilny.;Waga - Błąd kalibracji;[System] Incident;2025-11-01 09:25:24;4;0,9
1060;skaner dokumentów nie pobiera kartek - stanowisko nieczynne.;Opis: skaner dokumentów nie pobiera kartek - stanowisko nieczynne. Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.;Inne;[System] Incident;2025-11-01 15:46:55;0;0
1061;Przeglądarka Chrome nie ładuje stron intranetu;Opis: Przeglądarka Chrome nie ładuje stron intranetu Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.;Inne;[System] Incident;2025-11-01 08:58:18;0;0
1062;Telefon VoIP nie ma sygnału;Opis: Telefon VoIP nie ma sygnału Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;2025-11-01 08:59:12;0;0
1063;Telefon VoIP nie ma sygnału;Opis: Telefon VoIP nie ma sygnału Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;2025-11-01 14:03:57;0;0
1064;Niska przepustowość łącza internetowego;Opis: Niska przepustowość łącza internetowego Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;2025-11-01 14:40:08;0;0
1065;prośba o nadanie uprawnień do grupy;Opis: prośba o nadanie uprawnień do grupy Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 21:22:37;0;0
1066;błąd systemu: Prośba o anulowanie błędnego odbicia RCP pracownik Sonia pomyłka przy rejestracji korekta czasu;Opis: błąd systemu: Prośba o anulowanie błędnego odbicia RCP pracownik Sonia pomyłka przy rejestracji korekta czasu Działanie naprawcze: Zweryfikowano obecność pracownika na monitoringu. Podsumowanie: Wniosek rozpatrzony pozytywnie, dane zaktualizowane.;RCP - Korekta czasu;[System] Service request;2025-11-01 12:50:16;4;0,9
1067;Błąd komunikacji RS232 z drukarka fiskalną drukarka Epson;Opis: Błąd komunikacji RS232 z drukarka fiskalną drukarka Epson Działanie naprawcze: Wezwano serwis zewnętrzny producenta drukarki. Podsumowanie: Drukarka fiskalna gotowa do pracy, paragon testowy wydrukowany.;Drukarka fiskalna - Błąd pamięci;[System] Incident;2025-11-01 16:17:00;4;0,9
1068;Mysz bezprzewodowa nie paruje się z odbiornikiem;Opis: Mysz bezprzewodowa nie paruje się z odbiornikiem Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Sprzęt działa poprawnie po wymianie.;Inne;[System] Incident;2025-11-01 19:13:01;0;0
1069;Awaria: Brak dostępu do folderu współdzielonego;Opis: Awaria: Brak dostępu do folderu współdzielonego Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;2025-11-01 08:35:58;0;0
1070;Utrata komunikacji z terminalem płatniczym (PED) na kasie nr 3 - wymagany restart nie pomógł.;Opis: Utrata komunikacji z terminalem płatniczym (PED) na kasie nr 3 - wymagany restart nie pomógł. Działanie naprawcze: Wykonano test połączenia z hostem autoryzacyjnym. Podsumowanie: Terminal loguje się do sieci poprawnie.;Terminal - Błąd komunikacji;[System] Incident;2025-11-01 15:18:27;3;0,9
1071;Prośba o nadanie uprawnień do grupy;Opis: Prośba o nadanie uprawnień do grupy Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 17:29:48;0;0
1072;Utrata połaczenia z serwerem plików;Opis: Utrata połaczenia z serwerem plików Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;2025-11-01 19:49:18;0;0
1073;niska przepustowosć łacza internetowego;Opis: niska przepustowosć łacza internetowego Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.;Inne;[System] Incident;2025-11-01 08:34:17;0;0
1074;konto pocztowe przepełnione - wymagany restart nie pomógł.;Opis: konto pocztowe przepełnione - wymagany restart nie pomógł. Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;2025-11-01 12:19:15;0;0
1075;Incydent: Wyjatek w module fakturowania - NullReferenceException bląd walidacji danych - błąd powtarzalny.;Opis: Incydent: Wyjatek w module fakturowania - NullReferenceException bląd walidacji danych - błąd powtarzalny. Działanie naprawcze: Sprawdzono dostępność serwisu GUS (baza NIP). Podsumowanie: Problem rozwiązany, moduł działa stabilnie.;Faktury - Błąd API;[System] Incident;2025-11-01 15:33:05;3;0,9
1076; Utrata sygnału wideo na kontrolerze KDS stacja grill system offline - prośba o pilną weryfikację.;Opis:  Utrata sygnału wideo na kontrolerze KDS stacja grill system offline - prośba o pilną weryfikację. Działanie naprawcze: Zrestartowano usługę KDS Service na serwerze. Podsumowanie: Problem rozwiązany po restarcie kontrolera.;KDS - Brak sygnału wideo;[System] Incident;2025-11-01 12:43:08;6;0,9
1077;Brak dostępu do dysku sieciowego Z: - błąd powtarzalny.;Opis: Brak dostępu do dysku sieciowego Z: - błąd powtarzalny. Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Błąd nie występuje po aktualizacji.;Inne;[System] Incident;2025-11-01 12:29:52;0;0
1078;Konto pocztowe przepełnione;Opis: Konto pocztowe przepełnione Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Użytkownik zalogował się pomyślnie.;Inne;[System] Service request;2025-11-01 12:00:06;0;0
1079;Brak dostępu do dysku sieciowego Z:;Opis: Brak dostępu do dysku sieciowego Z: Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.;Inne;[System] Incident;2025-11-01 14:23:13;0;0
1080;Artefakty graficzne w interfejsie użytkownika uniemożliwia pracę;Opis: Artefakty graficzne w interfejsie użytkownika uniemożliwia pracę Działanie naprawcze: Przeładowano interfejs użytkownika (UI Reload). Podsumowanie: Problem rozwiązany po aktualizacji sterowników.;POS - Błąd interfejsu;[System] Incident;2025-11-01 23:12:14;3;0,9
1081;Monitor zewnętrzny nie wykrywa sygnału;Opis: Monitor zewnętrzny nie wykrywa sygnału Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.;Inne;[System] Incident;2025-11-01 14:04:08;0;0
1082;Wygasło hasło do systemu Windows - błąd powtarzalny.;Opis: Wygasło hasło do systemu Windows - błąd powtarzalny. Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Dostęp do konta przywrócony.;Inne;[System] Service request;2025-11-01 16:54:07;0;0
1083;Brak dostępu do dysku sieciowego Z: - prośba o interwencję.;Opis: Brak dostępu do dysku sieciowego Z: - prośba o interwencję. Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.;Inne;[System] Incident;2025-11-01 11:25:14;0;0
1084;Wniosek o edycję godzin - błędnie wybrane wejście data wczorajsza - wymagany restart nie pomógł. korekta czasu;Opis: Wniosek o edycję godzin - błędnie wybrane wejście data wczorajsza - wymagany restart nie pomógł. korekta czasu Działanie naprawcze: Wprowadzono korektę czasu pracy w systemie HR. Podsumowanie: Godziny pracy zostały wyrównane.;RCP - Korekta czasu;[System] Service request;2025-11-01 17:25:04;4;0,9
1085;Klawiatura numeryczna nie działa;Opis: Klawiatura numeryczna nie działa Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.;Inne;[System] Incident;2025-11-01 12:23:57;0;0
1086;błąd generowania pliku PDF faktury moduł faktur;Opis: błąd generowania pliku PDF faktury moduł faktur Działanie naprawcze: Wyczyszczono cache plików tymczasowych PDF. Podsumowanie: Błąd API GUS ustąpił, dane pobierają się.;Faktury - Błąd API;[System] Incident;2025-11-01 09:47:57;4;0,9
1087;Dotyczy: Słuchawki z mikrofonem nie są wykrywane przez system;Opis: Dotyczy: Słuchawki z mikrofonem nie są wykrywane przez system Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.;Inne;[System] Incident;2025-11-01 14:01:42;0;0
1088;Niska przepustowość łącza internetowego;Opis: Niska przepustowość łącza internetowego Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;2025-11-01 20:01:41;0;0
1089; Bląd uruchamiania Microsoft Outlook;Opis:  Bląd uruchamiania Microsoft Outlook Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Błąd nie występuje po aktualizacji.;Inne;[System] Incident;2025-11-01 11:02:10;0;0
