ID zgłoszenia,Tytuł zgłoszenia,Deskrypcjon,Dopasowana reguła,Typ zgłoszenia,Priorytet,Typ żądania,Data utworzenia zgłoszenia,Oczekiwany wynik,Pewność
1022,Prośba o wsparcie: Błąd krytyczny bazy danych podczas zamknięcia dnia,"Opis: Prośba o wsparcie: Błąd krytyczny bazy danych podczas zamknięcia dnia Działanie naprawcze: Przeprowadzono ręczne wymuszenie generowania raportu Z z poziomu narzędzi administracyjnych. Podsumowanie: Problem rozwiązany, zamknięcie dnia zakończone sukcesem.",POS - Błąd zamknięcia doby,[System] Incident,High,Report a system problem,01.11.2025 11:04:32,3,0.9
1023,Zablokowane konto domenowe AD,Opis: Zablokowane konto domenowe AD Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,High,Report a system problem,01.11.2025 16:09:34,0,0.0
1024,Telefon VoIP nie ma sygnalu,Opis: Telefon VoIP nie ma sygnalu Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 20:49:30,0,0.0
1025,Monitor zewnętrzny nie wykrywa sygnału,Opis: Monitor zewnętrzny nie wykrywa sygnału Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 10:11:36,0,0.0
1026,Błąd systemu: Wygasło hasło do systemu Windows,Opis: Błąd systemu: Wygasło hasło do systemu Windows Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 11:20:18,0,0.0
1027,Niska przepustowość łącza internetowego,Opis: Niska przepustowość łącza internetowego Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,High,Report a system problem,01.11.2025 16:57:56,0,0.0
1028,Zgłoszenie awarii: Problem z uwierzytelnianiem dwuskładnikowym (MFA) - prośba o interwencję.,Opis: Zgłoszenie awarii: Problem z uwierzytelnianiem dwuskładnikowym (MFA) - prośba o interwencję. Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 17:14:55,0,0.0
1029,Konto użytkownika wygasło użytkownik Sylwia karta magnetyczna nieaktywna,"Opis: Konto użytkownika wygasło użytkownik Sylwia karta magnetyczna nieaktywna Działanie naprawcze: Przeprogramowano kartę magnetyczną użytkownika. Podsumowanie: Konto odblokowane, karta działa.",Dostęp - Błąd autoryzacji POS,[System] Service request,Medium,Report broken hardware,01.11.2025 20:31:08,4,0.9
1030,Utrata połączenia z serwerem plików - stanowisko nieczynne.,Opis: Utrata połączenia z serwerem plików - stanowisko nieczynne. Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,High,Report a system problem,01.11.2025 14:55:27,0,0.0
1031,Błąd konfiguracji adresu IP,Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,Highest,Report a system problem,01.11.2025 10:11:23,0,0.0
1032,incydent: Przeglądarka Chrome nie ładuje stron intranetu,"Opis: incydent: Przeglądarka Chrome nie ładuje stron intranetu Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Medium,Report broken hardware,01.11.2025 15:01:01,0,0.0
1033,Brak dostępu do sieci Wi-Fi,Opis: Brak dostępu do sieci Wi-Fi Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 15:17:42,0,0.0
1034,Problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 10:11:29,0,0.0
1035,Prośba o reset hasła uzytkownika POS stanowisko 3 komunikat: Invalid Credentials - prosba o interwencję.,Opis: Prośba o reset hasła uzytkownika POS stanowisko 3 komunikat: Invalid Credentials - prosba o interwencję. Działanie naprawcze: Przeprogramowano kartę magnetyczną użytkownika. Podsumowanie: Użytkownik zalogował się poprawnie nowym hasłem.,Dostęp - Błąd autoryzacji POS,[System] Service request,High,Report a system problem,01.11.2025 11:22:42,3,0.9
1036,Dotyczy: Słuchawki z mikrofonem nie są wykrywane przez system,Opis: Dotyczy: Słuchawki z mikrofonem nie są wykrywane przez system Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,Medium,Report broken hardware,01.11.2025 08:56:51,0,0.0
1037, Klawiatura numeryczna nie działa,Opis:  Klawiatura numeryczna nie działa Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 08:11:15,0,0.0
1038,Monitor zewnętrzny nie wykrywa sygnału - stanowisko nieczynne.,Opis: Monitor zewnętrzny nie wykrywa sygnału - stanowisko nieczynne. Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 13:33:30,0,0.0
1039,Brak tonera w drukarce korytarzowej,Opis: Brak tonera w drukarce korytarzowej Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,Lowest,Report broken hardware,01.11.2025 13:18:40,0,0.0
1040,błąd API podczas walidacji kuponu mobilnego zgłaszane przez klientów,Opis: błąd API podczas walidacji kuponu mobilnego zgłaszane przez klientów Działanie naprawcze: Poinstruowano personel o procedurze awaryjnej (rabat ręczny). Podsumowanie: Kupony są ponownie walidowane poprawnie.,Aplikacja mobilna - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 15:11:40,5,0.9
1041,Awaria mikroserwisu obsługi mobile błąd API nie nalicza rabatów,Opis: Awaria mikroserwisu obsługi mobile błąd API nie nalicza rabatów Działanie naprawcze: Poinstruowano personel o procedurze awaryjnej (rabat ręczny). Podsumowanie: Usługa przywrócona przez dostawcę zewnętrznego.,Aplikacja mobilna - Błąd API,[System] Incident,High,Report a system problem,01.11.2025 20:54:16,5,0.9
1042,Incydent: Brak dostępu do zasobów zewnetrznych - błąd powtarzalny.,Opis: Incydent: Brak dostępu do zasobów zewnetrznych - błąd powtarzalny. Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,Highest,Report a system problem,01.11.2025 13:40:02,0,0.0
1043,Błąd systemu: Błąd autoryzacji tokena karty klienta błąd bazy danych klient nie widzi punktów,Opis: Błąd systemu: Błąd autoryzacji tokena karty klienta błąd bazy danych klient nie widzi punktów Działanie naprawcze: Zweryfikowano połączenie internetowe z chmurą loyalty. Podsumowanie: Awaria globalna usunięta przez dostawcę.,Loyalty - Niedostępność serwisu,[System] Incident,Low,Report a system problem,01.11.2025 13:38:07,4,0.9
1044,Teams nie łączy z spotkaniem,Opis: Teams nie łączy z spotkaniem Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Low,Report a system problem,01.11.2025 16:54:33,0,0.0
1045,Wygasło hasło do systemu Windows,Opis: Wygasło hasło do systemu Windows Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 19:43:22,0,0.0
1046,Uszkodzona matryca w laptopie służbowym,Opis: Uszkodzona matryca w laptopie służbowym Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 09:20:24,0,0.0
1047,Awaria stacji dokującej laptopa,Opis: Awaria stacji dokującej laptopa Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Lowest,Report broken hardware,01.11.2025 20:51:12,0,0.0
1048,Dotyczy: Brak dostępu do dysku sieciowego Z:,Opis: Dotyczy: Brak dostępu do dysku sieciowego Z: Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 12:36:07,0,0.0
1049,Artefakty graficzne w interfejsie użytkownika kod błędu GUI-102,Opis: Artefakty graficzne w interfejsie użytkownika kod błędu GUI-102 Działanie naprawcze: Wyczyszczono cache graficzny aplikacji. Podsumowanie: Przyciski funkcyjne są widoczne i aktywne.,POS - Błąd interfejsu,[System] Incident,Medium,Report broken hardware,01.11.2025 19:37:08,5,0.9
1050,Błąd czujnika otwarcia szuflady klucz utknął w zamku awaria mechaniczna,Opis: Błąd czujnika otwarcia szuflady klucz utknął w zamku awaria mechaniczna Działanie naprawcze: Sprawdzono podłączenie kabla RJ11 do drukarki fiskalnej. Podsumowanie: Szuflada otwiera się automatycznie.,Szuflada - Awaria otwarcia,[System] Incident,High,Report a system problem,01.11.2025 11:41:32,4,0.9
1051,Zgłoszenie awarii: Błąd uruchamiania Microsoft Outlook - stanowisko nieczynne.,"Opis: Zgłoszenie awarii: Błąd uruchamiania Microsoft Outlook - stanowisko nieczynne. Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Medium,Report a system problem,01.11.2025 21:24:07,0,0.0
1052,Adobe Reader nie otwiera plików PDF,Opis: Adobe Reader nie otwiera plików PDF Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 14:05:06,0,0.0
1053,Zacięcie papieru w urządzeniu wielofunkcyjnym,"Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,Low,Report broken hardware,01.11.2025 12:26:18,0,0.0
1054,Błąd walidacji NIP w zewnętrznym API GUS problem z bazą GUS,"Opis: Błąd walidacji NIP w zewnętrznym API GUS problem z bazą GUS Działanie naprawcze: Zrestartowano moduł fakturowania. Podsumowanie: Problem rozwiązany, moduł działa stabilnie.",Faktury - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 16:15:54,6,0.9
1055,Prośba o wsparcie: Problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: Prośba o wsparcie: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 10:04:05,0,0.0
1056,Błąd spójności danych przy Z-Report na stanowisku POS 7 proces zatrzymuje się na 90%,"Opis: Błąd spójności danych przy Z-Report na stanowisku POS 7 proces zatrzymuje się na 90% Działanie naprawcze: Wykonano restart usługi bazy danych SQL na serwerze lokalnym. Podsumowanie: Błąd jednorazowy, po ponowieniu procedury raport wydrukował się.",POS - Błąd zamknięcia doby,[System] Incident,Medium,Report a system problem,01.11.2025 09:19:57,4,0.9
1057,Wymagany serwis: Program antywirusowy blokuje aplikację,"Opis: Wymagany serwis: Program antywirusowy blokuje aplikację Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Medium,Report a system problem,01.11.2025 17:01:54,0,0.0
1058,Adobe Reader nie otwiera plików PDF,"Opis: Adobe Reader nie otwiera plików PDF Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,High,Report broken hardware,01.11.2025 17:43:02,0,0.0
1059,prośba o wsparcie: Problem z certyfikatem VPN,Opis: prośba o wsparcie: Problem z certyfikatem VPN Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 07:41:01,0,0.0
1060,Brak dostępu do dysku sieciowego Z:,"Opis: Brak dostępu do dysku sieciowego Z: Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Low,Report a system problem,01.11.2025 11:02:54,0,0.0
1061, Błąd tarowania - wartość poza zakresem waga Dibal,Opis:  Błąd tarowania - wartość poza zakresem waga Dibal Działanie naprawcze: Sprawdzono czy szalka wagi nie jest zablokowana mechanicznie. Podsumowanie: Kalibracja zakończona sukcesem.,Waga - Błąd kalibracji,[System] Incident,Low,Report broken hardware,01.11.2025 18:09:52,4,0.9
1062,Niska przepustowość łącza internetowego,Opis: Niska przepustowość łącza internetowego Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 11:12:21,0,0.0
1063,Bląd spojności danych przy Z-Report na stanowisku POS 1 proces zatrzymuje się na 90% - stanowisko nieczynne.,Opis: Bląd spojności danych przy Z-Report na stanowisku POS 1 proces zatrzymuje się na 90% - stanowisko nieczynne. Działanie naprawcze: Oczyszczono pliki tymczasowe transakcji i ponowiono proces zamknięcia. Podsumowanie: Raport dobowy wygenerował się poprawnie po restarcie usług.,POS - Błąd zamknięcia doby,[System] Incident,Highest,Report a system problem,01.11.2025 08:12:04,4,0.9
1064,Prośba o reset hasła użytkownika POS stanowisko 8,"Opis: Prośba o reset hasła użytkownika POS stanowisko 8 Działanie naprawcze: Zresetowano hasło użytkownika w systemie centralnym. Podsumowanie: Dostęp przywrócony, uprawnienia zaktualizowane.",Dostęp - Błąd autoryzacji POS,[System] Service request,Medium,Report a system problem,01.11.2025 11:00:33,3,0.9
1065,Incydent: Błąd procedury aktualizacji PLU na wszystkich stanowiskach ceny nie zaktualizowały się,"Opis: Incydent: Błąd procedury aktualizacji PLU na wszystkich stanowiskach ceny nie zaktualizowały się Działanie naprawcze: Pobrano paczkę aktualizacyjną ręcznie. Podsumowanie: Replikacja przebiegła pomyślnie, ceny są poprawne.",System - Opóźnienie replikacji,[System] Incident,Medium,Report a system problem,01.11.2025 13:13:10,4,0.9
1066,Awaria: Telefon VoIP nie ma sygnału,Opis: Awaria: Telefon VoIP nie ma sygnału Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,High,Report a system problem,01.11.2025 18:50:37,0,0.0
1067,Zgłoszenie awarii: Awaria elektromagnesu otwierającego szufladę (Solenoid) nie można wydać reszty,"Opis: Zgłoszenie awarii: Awaria elektromagnesu otwierającego szufladę (Solenoid) nie można wydać reszty Działanie naprawcze: Usunięto monetę blokującą prowadnicę. Podsumowanie: Problem rozwiązany, zamek działa płynnie.",Szuflada - Awaria otwarcia,[System] Incident,Medium,Report a system problem,01.11.2025 15:32:26,4,0.9
1068,Zacięcie papieru w urządzeniu wielofunkcyjnym,Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report a system problem,01.11.2025 15:24:33,0,0.0
1069,Problem z certyfikatem VPN,"Opis: Problem z certyfikatem VPN Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Low,Report a system problem,01.11.2025 15:24:11,0,0.0
1070,wygasło hasło do systemu Windows,Opis: wygasło hasło do systemu Windows Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 19:39:14,0,0.0
1071,Program antywirusowy blokuje aplikację,Opis: Program antywirusowy blokuje aplikację Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,Low,Report a system problem,01.11.2025 08:11:07,0,0.0
1072,Zaciecie papieru w urządzeniu wielofunkcyjnym,Opis: Zaciecie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 12:28:21,0,0.0
1073,Dotyczy: Prośba o nadanie uprawnień do grupy,Opis: Dotyczy: Prośba o nadanie uprawnień do grupy Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,High,Report a system problem,01.11.2025 18:43:06,0,0.0
1074,Mysz bezprzewodowa nie paruje się z odbiornikiem,Opis: Mysz bezprzewodowa nie paruje się z odbiornikiem Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Lowest,Report broken hardware,01.11.2025 08:17:39,0,0.0
1075,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 16:04:32,0,0.0
1076,Nieudana aktualizacja systemu Windows - błąd powtarzalny.,Opis: Nieudana aktualizacja systemu Windows - błąd powtarzalny. Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 12:45:40,0,0.0
1077,Prośba o wsparcie: Klawiatura numeryczna nie działa,Opis: Prośba o wsparcie: Klawiatura numeryczna nie działa Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,Medium,Report broken hardware,01.11.2025 23:20:14,0,0.0
1078,Brak tonera w drukarce korytarzowej,Opis: Brak tonera w drukarce korytarzowej Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 12:39:30,0,0.0
1079,Wymagany serwis: Telefon VoIP nie ma sygnału,Opis: Wymagany serwis: Telefon VoIP nie ma sygnału Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,High,Report broken hardware,01.11.2025 09:23:06,0,0.0
1080,telefon VoIP nie ma sygnału - błąd powtarzalny.,Opis: telefon VoIP nie ma sygnału - błąd powtarzalny. Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,Highest,Report a system problem,01.11.2025 13:55:16,0,0.0
1081,Błąd licencji pakietu Office,Opis: Błąd licencji pakietu Office Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 16:35:53,0,0.0
1082,Artefakty graficzne w interfejsie użytkownika uniemożliwia pracę,Opis: Artefakty graficzne w interfejsie użytkownika uniemożliwia pracę Działanie naprawcze: Zaktualizowano sterowniki karty graficznej na terminalu POS. Podsumowanie: Problem rozwiązany po aktualizacji sterowników.,POS - Błąd interfejsu,[System] Incident,Medium,Report a system problem,01.11.2025 11:54:51,4,0.9
