ID zgłoszenia;Tytuł zgłoszenia;Deskrypcjon;Dopasowana reguła;Typ zgłoszenia;Data utworzenia zgłoszenia;Oczekiwany wynik;Pewność
1016;Awaria switcha w szafie rack;Opis: Awaria switcha w szafie rack Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;01.11.2025 14:13:41;0;0
1017;Zgłoszenie awarii: Opóźnienie replikacji cennika z serwera centralnego kasa nr 15 błąd wersji bazy danych;Opis: Zgłoszenie awarii: Opóźnienie replikacji cennika z serwera centralnego kasa nr 15 błąd wersji bazy danych Działanie naprawcze: Zrestartowano usługę replikacji danych. Podsumowanie: Problem rozwiązany, promocje są widoczne.;System - Opóźnienie replikacji;[System] Incident;01.11.2025 13:50:08;3;0,9
1018;Prośba o wsparcie: Drukarka sieciowa w biurze offline;Opis: Prośba o wsparcie: Drukarka sieciowa w biurze offline Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.;Inne;[System] Incident;01.11.2025 12:32:28;0;0
1019;Incydent: Sluchawki z mikrofonem nie sa wykrywane przez system;Opis: Incydent: Sluchawki z mikrofonem nie sa wykrywane przez system Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.;Inne;[System] Incident;01.11.2025 11:19:04;0;0
1020;Niska przepustowość łącza internetowego;Opis: Niska przepustowość łącza internetowego Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;01.11.2025 12:57:08;0;0
1021;Uszkodzona matryca w laptopie służbowym;Opis: Uszkodzona matryca w laptopie służbowym Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.;Inne;[System] Incident;01.11.2025 19:30:59;0;0
1022;nieudana aktualizacja systemu Windows - stanowisko nieczynne.;Opis: nieudana aktualizacja systemu Windows - stanowisko nieczynne. Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.;Inne;[System] Incident;01.11.2025 16:59:45;0;0
1023;incydent: Błąd procedury aktualizacji PLU kasa nr 11 ceny nie zaktualizowały się;Opis: incydent: Błąd procedury aktualizacji PLU kasa nr 11 ceny nie zaktualizowały się Działanie naprawcze: Sprawdzono logi serwera i usunięto blokadę transakcji. Podsumowanie: Cennik zaktualizowany na wszystkich stanowiskach.;System - Opóźnienie replikacji;[System] Incident;01.11.2025 16:17:10;3;0,9
1024;Awaria kontrolera dotyku w kiosku samoobsługowym;Opis: Awaria kontrolera dotyku w kiosku samoobsługowym Działanie naprawcze: Sprawdzono połączenia wewnętrzne kiosku. Podsumowanie: Aplikacja działa stabilnie po restarcie.;Kiosk - Awaria dotyku;[System] Incident;01.11.2025 15:07:24;6;0,9
1025;Telefon VoIP nie ma sygnału;Opis: Telefon VoIP nie ma sygnału Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.;Inne;[System] Incident;01.11.2025 11:36:34;0;0
1026;Prośba o wsparcie: Artefakty graficzne w interfejsie użytkownika;Opis: Prośba o wsparcie: Artefakty graficzne w interfejsie użytkownika Działanie naprawcze: Przeładowano interfejs użytkownika (UI Reload). Podsumowanie: Problem rozwiązany po aktualizacji sterowników.;POS - Błąd interfejsu;[System] Incident;01.11.2025 22:39:20;3;0,9
1027;Dotyczy: Konto pocztowe przepełnione;Opis: Dotyczy: Konto pocztowe przepełnione Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.;Inne;[System] Service request;01.11.2025 15:38:21;0;0
1028;prośba o nadanie uprawnień do grupy;Opis: prośba o nadanie uprawnień do grupy Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Użytkownik zalogował się pomyślnie.;Inne;[System] Service request;01.11.2025 12:01:08;0;0
1029;Problem z uwierzytelnianiem dwuskładnikowym (MFA);Opis: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;01.11.2025 15:43:39;0;0
1030;Opóźnienie replikacji cennika z serwera centralnego kasa nr 10 błąd wersji bazy danych;Opis: Opóźnienie replikacji cennika z serwera centralnego kasa nr 10 błąd wersji bazy danych Działanie naprawcze: Wymuszono pełną synchronizację bazy produktów. Podsumowanie: Problem rozwiązany, promocje są widoczne.;System - Opóźnienie replikacji;[System] Incident;01.11.2025 11:31:14;3;0,9
1031;Prośba o wsparcie: Błąd synchronizacji hasła;Opis: Prośba o wsparcie: Błąd synchronizacji hasła Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;01.11.2025 20:21:20;0;0
1032;Adobe Reader nie otwiera plików PDF;Opis: Adobe Reader nie otwiera plików PDF Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.;Inne;[System] Incident;01.11.2025 14:43:39;0;0
1033;Excel zawiesza się przy otwieraniu pliku;Opis: Excel zawiesza się przy otwieraniu pliku Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.;Inne;[System] Incident;01.11.2025 11:07:10;0;0
1034; Nieprawidłowy format danych JSON z aplikacji bląd API nie nalicza rabatów - wymagany restart nie pomógł. aplikacja lojalnościowa;Opis:  Nieprawidłowy format danych JSON z aplikacji bląd API nie nalicza rabatów - wymagany restart nie pomógł. aplikacja lojalnościowa Działanie naprawcze: Poinstruowano personel o procedurze awaryjnej (rabat ręczny). Podsumowanie: Kupony są ponownie walidowane poprawnie.;Aplikacja mobilna - Błąd API;[System] Incident;01.11.2025 16:51:08;4;0,9
1035;dotyczy: Błąd synchronizacji ewidencji czasu pracy z serwerem dotyczy całego zespołu błędna data w raporcie;Opis: dotyczy: Błąd synchronizacji ewidencji czasu pracy z serwerem dotyczy całego zespołu błędna data w raporcie Działanie naprawcze: Zrestartowano urządzenie RCP (hard reset). Podsumowanie: Urządzenie działa poprawnie, test karty pracowniczej pozytywny.;RCP - Błąd synchronizacji;[System] Incident;01.11.2025 16:14:41;3;0,9
1036;Uszkodzone gniazdo LAN w ścianie;Opis: Uszkodzone gniazdo LAN w ścianie Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.;Inne;[System] Incident;01.11.2025 19:17:21;0;0
1037;Błąd krytyczny bazy danych podczas zamknięcia dnia - prośba o interwencję.;Opis: Błąd krytyczny bazy danych podczas zamknięcia dnia - prośba o interwencję. Działanie naprawcze: Zrestartowano stanowisko POS i zweryfikowano spójność bazy danych. Podsumowanie: Raport dobowy wygenerował się poprawnie po restarcie usług.;POS - Błąd zamknięcia doby;[System] Incident;01.11.2025 12:42:47;3;0,9
1038;Błąd konfiguracji adresu IP;Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Telefon VoIP loguje się do centrali.;Inne;[System] Incident;01.11.2025 10:05:37;0;0
1039;Opóźnienie replikacji cennika z serwera centralnego kasa nr 12 błąd wersji bazy danych - wymagany restart nie pomógł.;Opis: Opóźnienie replikacji cennika z serwera centralnego kasa nr 12 błąd wersji bazy danych - wymagany restart nie pomógł. Działanie naprawcze: Zrestartowano usługę replikacji danych. Podsumowanie: Replikacja przebiegła pomyślnie, ceny są poprawne.;System - Opóźnienie replikacji;[System] Incident;01.11.2025 18:32:44;3;0,9
1040;Błąd licencji pakietu Office;Opis: Błąd licencji pakietu Office Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Błąd nie występuje po aktualizacji.;Inne;[System] Incident;01.11.2025 17:04:05;0;0
1041;Wymagany serwis: Utrata sygnału wideo na kontrolerze KDS ekran ekspedycji;Opis: Wymagany serwis: Utrata sygnału wideo na kontrolerze KDS ekran ekspedycji Działanie naprawcze: Wymieniono kabel HDMI/VGA łączący kontroler z monitorem. Podsumowanie: Bumpbar reaguje na wciśnięcia, system sprawny.;KDS - Brak sygnału wideo;[System] Incident;01.11.2025 13:36:01;3;0,9
1042;Brak dostępu do folderu współdzielonego;Opis: Brak dostępu do folderu współdzielonego Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;01.11.2025 14:35:01;0;0
1043;Zgłoszenie awarii: Mechaniczne zablokowanie prowadnicy szuflady awaria mechaniczna;Opis: Zgłoszenie awarii: Mechaniczne zablokowanie prowadnicy szuflady awaria mechaniczna Działanie naprawcze: Sprawdzono podłączenie kabla RJ11 do drukarki fiskalnej. Podsumowanie: Problem rozwiązany, zamek działa płynnie.;Szuflada - Awaria otwarcia;[System] Incident;01.11.2025 16:57:24;3;0,9
1044;Uszkodzona matryca w laptopie slużbowym;Opis: Uszkodzona matryca w laptopie slużbowym Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.;Inne;[System] Incident;01.11.2025 11:57:57;0;0
1045;Telefon VoIP nie ma sygnału;Opis: Telefon VoIP nie ma sygnału Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;01.11.2025 13:05:08;0;0
1046;Telefon VoIP nie ma sygnału;Opis: Telefon VoIP nie ma sygnału Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.;Inne;[System] Incident;01.11.2025 21:51:45;0;0
1047;Problem techniczny: Błąd procedury aktualizacji PLU kasa nr 12 ceny nie zaktualizowały się;Opis: Problem techniczny: Błąd procedury aktualizacji PLU kasa nr 12 ceny nie zaktualizowały się Działanie naprawcze: Zrestartowano usługę replikacji danych. Podsumowanie: Problem rozwiązany, promocje są widoczne.;System - Opóźnienie replikacji;[System] Incident;01.11.2025 12:41:31;3;0,9
1048;Błąd systemu: Błąd komunikacji RS232 z drukarką fiskalną drukarka Epson;Opis: Błąd systemu: Błąd komunikacji RS232 z drukarką fiskalną drukarka Epson Działanie naprawcze: Wezwano serwis zewnętrzny producenta drukarki. Podsumowanie: Zgłoszenie przekazane do serwisu zewnętrznego.;Drukarka fiskalna - Błąd pamięci;[System] Incident;01.11.2025 09:05:08;4;0,9
1049;Bład systemu: Artefakty graficzne w interfejsie użytkownika kod błędu GUI-102;Opis: Bład systemu: Artefakty graficzne w interfejsie użytkownika kod błędu GUI-102 Działanie naprawcze: Wyczyszczono cache graficzny aplikacji. Podsumowanie: Problem rozwiązany po aktualizacji sterowników.;POS - Błąd interfejsu;[System] Incident;01.11.2025 15:39:32;6;0,9
1050;Program antywirusowy blokuje aplikację;Opis: Program antywirusowy blokuje aplikację Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Aplikacja uruchamia się poprawnie.;Inne;[System] Incident;01.11.2025 06:51:29;0;0
1051;Zaciecie papieru w urządzeniu wielofunkcyjnym;Opis: Zaciecie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.;Inne;[System] Incident;01.11.2025 20:47:05;0;0
1052;Awaria: Awaria switcha w szafie rack;Opis: Awaria: Awaria switcha w szafie rack Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.;Inne;[System] Incident;01.11.2025 12:27:22;0;0
1053;Klawiatura numeryczna nie działa;Opis: Klawiatura numeryczna nie działa Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.;Inne;[System] Incident;01.11.2025 10:15:53;0;0
1054;Przeglądarka Chrome nie ładuje stron intranetu;Opis: Przeglądarka Chrome nie ładuje stron intranetu Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Błąd nie występuje po aktualizacji.;Inne;[System] Incident;01.11.2025 11:23:53;0;0
1055;Nie działa logowanie do portalu pracowniczego;Opis: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;01.11.2025 12:39:14;0;0
1056;Nieudana aktualizacja systemu Windows;Opis: Nieudana aktualizacja systemu Windows Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.;Inne;[System] Incident;01.11.2025 16:12:53;0;0
1057; Uzupełnienie brakującego czasu pracy pracownik Mateusz odbicie prywatne zamiast służbowego - błąd powtarzalny. korekta czasu;Opis:  Uzupełnienie brakującego czasu pracy pracownik Mateusz odbicie prywatne zamiast służbowego - błąd powtarzalny. korekta czasu Działanie naprawcze: Wprowadzono korektę czasu pracy w systemie HR. Podsumowanie: Godziny pracy zostały wyrównane.;RCP - Korekta czasu;[System] Service request;01.11.2025 14:32:42;4;0,9
1058;Prośba o wsparcie: Utrata sygnału wideo na kontrolerze KDS stacja grill system offline - błąd powtarzalny.;Opis: Prośba o wsparcie: Utrata sygnału wideo na kontrolerze KDS stacja grill system offline - błąd powtarzalny. Działanie naprawcze: Podmieniono klawiaturę bumpbar na zapasową. Podsumowanie: Zamówienia wyświetlają się poprawnie i bez opóźnień.;KDS - Brak sygnału wideo;[System] Incident;01.11.2025 08:13:48;6;0,9
1059;Zablokowane konto domenowe AD;Opis: Zablokowane konto domenowe AD Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;01.11.2025 13:42:19;0;0
1060;Awaria: Brak sygnału sterującego otwarciem szuflady (RJ11);Opis: Awaria: Brak sygnału sterującego otwarciem szuflady (RJ11) Działanie naprawcze: Usunięto monetę blokującą prowadnicę. Podsumowanie: Kabel podłączony poprawnie, sygnał dociera.;Szuflada - Awaria otwarcia;[System] Incident;01.11.2025 18:58:42;6;0,9
1061;klawiatura numeryczna nie działa;Opis: klawiatura numeryczna nie działa Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.;Inne;[System] Incident;01.11.2025 08:08:34;0;0
1062;Błąd konfiguracji adresu IP;Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.;Inne;[System] Incident;01.11.2025 10:11:39;0;0
1063;zgłoszenie awarii: Uszkodzone gniazdo LAN w ścianie;Opis: zgłoszenie awarii: Uszkodzone gniazdo LAN w ścianie Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.;Inne;[System] Incident;01.11.2025 07:43:07;0;0
1064;Zablokowane konto domenowe AD;Opis: Zablokowane konto domenowe AD Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Użytkownik zalogował się pomyślnie.;Inne;[System] Service request;01.11.2025 15:12:55;0;0
1065;Błąd synchronizacji hasła;Opis: Błąd synchronizacji hasła Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Problem z logowaniem rozwiązany.;Inne;[System] Service request;01.11.2025 09:06:43;0;0
1066;Telefon VoIP nie ma sygnału;Opis: Telefon VoIP nie ma sygnału Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;01.11.2025 11:10:10;0;0
1067;błąd synchronizacji hasła;Opis: błąd synchronizacji hasła Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;01.11.2025 10:05:15;0;0
1068;Błąd licencji pakietu Office;Opis: Błąd licencji pakietu Office Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.;Inne;[System] Incident;01.11.2025 19:56:38;0;0
1069;Niska przepustowość łącza internetowego;Opis: Niska przepustowość łącza internetowego Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.;Inne;[System] Incident;01.11.2025 18:05:17;0;0
1070;Zgłoszenie awarii: Niska przepustowośc lacza internetowego;Opis: Zgłoszenie awarii: Niska przepustowośc lacza internetowego Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;01.11.2025 11:46:12;0;0
1071;Błąd konfiguracji adresu IP;Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;01.11.2025 11:57:47;0;0
1072;Wygasło hasło do systemu Windows;Opis: Wygasło hasło do systemu Windows Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Uprawnienia zostały zaktualizowane.;Inne;[System] Service request;01.11.2025 16:22:56;0;0
1073;Program antywirusowy blokuje aplikację;Opis: Program antywirusowy blokuje aplikację Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.;Inne;[System] Incident;01.11.2025 14:48:12;0;0
1074;niska przepustowość łącza internetowego;Opis: niska przepustowość łącza internetowego Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Telefon VoIP loguje się do centrali.;Inne;[System] Incident;01.11.2025 11:01:12;0;0
1075;Zacięcie papieru w urządzeniu wielofunkcyjnym;Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.;Inne;[System] Incident;01.11.2025 13:12:13;0;0
1076;Brak dostępu do zasobów zewnętrznych;Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;01.11.2025 17:21:45;0;0
1077;Zatrzymany serwis synchronizacji danych ceny nie zaktualizowały się - błąd powtarzalny.;Opis: Zatrzymany serwis synchronizacji danych ceny nie zaktualizowały się - błąd powtarzalny. Działanie naprawcze: Zrestartowano usługę replikacji danych. Podsumowanie: Replikacja przebiegła pomyślnie, ceny są poprawne.;System - Opóźnienie replikacji;[System] Incident;01.11.2025 20:30:03;3;0,9
1078;Utrata połączenia z serwerem plików;Opis: Utrata połączenia z serwerem plików Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;01.11.2025 10:46:28;0;0
1079;Teams nie łączy z spotkaniem - wymagany restart nie pomógł.;Opis: Teams nie łączy z spotkaniem - wymagany restart nie pomógł. Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.;Inne;[System] Incident;01.11.2025 08:41:25;0;0
1080;Problem z uwierzytelnianiem dwuskładnikowym (MFA);Opis: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Użytkownik zalogował się pomyślnie.;Inne;[System] Service request;01.11.2025 11:44:12;0;0
1081;Błąd konfiguracji adresu IP;Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;01.11.2025 14:52:12;0;0
1082;Problem z certyfikatem VPN;Opis: Problem z certyfikatem VPN Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Problem rozwiązany, użytkownik może pracować.;Inne;[System] Incident;01.11.2025 18:41:01;0;0
1083;Bląd uruchamiania Microsoft Outlook;Opis: Bląd uruchamiania Microsoft Outlook Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Błąd nie występuje po aktualizacji.;Inne;[System] Incident;01.11.2025 20:14:30;0;0
1084;Adobe Reader nie otwiera plików PDF;Opis: Adobe Reader nie otwiera plików PDF Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Aplikacja uruchamia się poprawnie.;Inne;[System] Incident;01.11.2025 08:32:29;0;0
1085;Słuchawki z mikrofonem nie są wykrywane przez system - prośba o pilną weryfikację.;Opis: Słuchawki z mikrofonem nie są wykrywane przez system - prośba o pilną weryfikację. Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.;Inne;[System] Incident;01.11.2025 12:02:03;0;0
1086;Bład spojności danych przy Z-Report na głównej kasie;Opis: Bład spojności danych przy Z-Report na głównej kasie Działanie naprawcze: Oczyszczono pliki tymczasowe transakcji i ponowiono proces zamknięcia. Podsumowanie: Problem rozwiązany, zamknięcie dnia zakończone sukcesem.;POS - Błąd zamknięcia doby;[System] Incident;01.11.2025 18:00:16;4;0,9
1087;telefon VoIP nie ma sygnału;Opis: telefon VoIP nie ma sygnału Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Dostęp do internetu i intranetu przywrócony.;Inne;[System] Incident;01.11.2025 20:37:46;0;0
1088;Brak dostępu do sieci Wi-Fi;Opis: Brak dostępu do sieci Wi-Fi Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.;Inne;[System] Incident;01.11.2025 10:33:16;0;0
1089;Drukarka sieciowa w biurze offline;Opis: Drukarka sieciowa w biurze offline Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.;Inne;[System] Incident;01.11.2025 12:54:20;0;0
1090;Przeglądarka Chrome nie ładuje stron intranetu;Opis: Przeglądarka Chrome nie ładuje stron intranetu Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Aplikacja uruchamia się poprawnie.;Inne;[System] Incident;01.11.2025 13:44:08;0;0
1091;Zablokowane konto domenowe AD;Opis: Zablokowane konto domenowe AD Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Dostęp do konta przywrócony.;Inne;[System] Service request;01.11.2025 20:35:40;0;0
