ID zgłoszenia,Tytuł zgłoszenia,Deskrypcjon,Dopasowana reguła,Typ zgłoszenia,Priorytet,Typ żądania,Data utworzenia zgłoszenia,Oczekiwany wynik,Pewność
1011,Błąd konfiguracji adresu IP,"Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.",Inne,[System] Incident,High,Report a system problem,01.11.2025 16:30:08,0,0.0
1012,Wygasło hasło do systemu Windows,Opis: Wygasło hasło do systemu Windows Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,Low,Report a system problem,01.11.2025 13:08:20,0,0.0
1013,Prośba o nadanie uprawnień do grupy,Opis: Prośba o nadanie uprawnień do grupy Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,High,Report broken hardware,01.11.2025 09:18:50,0,0.0
1014,Incydent: Brak reakcji interfejsu na dotyk - freeze terminal kasjerski wyciek pamięci RAM - prośba o pilną weryfikację.,"Opis: Incydent: Brak reakcji interfejsu na dotyk - freeze terminal kasjerski wyciek pamięci RAM - prośba o pilną weryfikację. Działanie naprawcze: Przeinstalowano aplikację sprzedażową na stanowisku. Podsumowanie: Stanowisko przywrócone do pracy, brak ponownych zawieszeń.",POS - Zawieszenie aplikacji,[System] Incident,High,Report a system problem,01.11.2025 09:00:09,4,0.9
1015,Zacięcie papieru w urządzeniu wielofunkcyjnym,Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 21:24:32,0,0.0
1016,Program antywirusowy blokuje aplikację,"Opis: Program antywirusowy blokuje aplikację Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Low,Report a system problem,01.11.2025 13:46:17,0,0.0
1017,problem techniczny: Błąd tarowania - wartość poza zakresem - błąd powtarzalny.,"Opis: problem techniczny: Błąd tarowania - wartość poza zakresem - błąd powtarzalny. Działanie naprawcze: Wykonano zerowanie i tarowanie wagi. Podsumowanie: Usunięto przeszkodę blokującą szalkę, waga działa.",Waga - Błąd kalibracji,[System] Incident,Lowest,Report broken hardware,01.11.2025 14:44:39,4,0.9
1018, Błąd tarowania - wartość poza zakresem stanowisko 5 blokuje sprzedaż produktów ważonych,"Opis:  Błąd tarowania - wartość poza zakresem stanowisko 5 blokuje sprzedaż produktów ważonych Działanie naprawcze: Sprawdzono czy szalka wagi nie jest zablokowana mechanicznie. Podsumowanie: Usunięto przeszkodę blokującą szalkę, waga działa.",Waga - Błąd kalibracji,[System] Incident,Low,Report broken hardware,01.11.2025 17:53:46,4,0.9
1019,Błąd konfiguracji adresu IP,Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 18:32:53,0,0.0
1020,Zacięcie papieru w urządzeniu wielofunkcyjnym,Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 07:31:17,0,0.0
1021,Wymagany serwis: Nieudana aktualizacja systemu Windows,"Opis: Wymagany serwis: Nieudana aktualizacja systemu Windows Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,High,Report a system problem,01.11.2025 10:58:44,0,0.0
1022,Błąd systemu: Prośba o nadanie uprawnień do grupy,Opis: Błąd systemu: Prośba o nadanie uprawnień do grupy Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 14:24:44,0,0.0
1023,Przeglądarka Chrome nie ładuje stron intranetu,"Opis: Przeglądarka Chrome nie ładuje stron intranetu Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Low,Report a system problem,01.11.2025 17:57:14,0,0.0
1024,Excel zawiesza się przy otwieraniu pliku,Opis: Excel zawiesza się przy otwieraniu pliku Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,Medium,Report broken hardware,01.11.2025 07:05:55,0,0.0
1025,Uzupełnienie brakującego czasu pracy pomyłka przy rejestracji korekta czasu,"Opis: Uzupełnienie brakującego czasu pracy pomyłka przy rejestracji korekta czasu Działanie naprawcze: Zweryfikowano obecność pracownika na monitoringu. Podsumowanie: Korekta wprowadzona, czas pracy zgodny.",RCP - Korekta czasu,[System] Service request,Medium,Report a system problem,01.11.2025 12:09:57,4,0.9
1026,Bład licencji pakietu Office,Opis: Bład licencji pakietu Office Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 07:26:49,0,0.0
1027,Zgłoszenie awarii: Błąd komunikacji RS232 z drukarką fiskalną drukarka Epson dioda Error świeci ciągle,Opis: Zgłoszenie awarii: Błąd komunikacji RS232 z drukarką fiskalną drukarka Epson dioda Error świeci ciągle Działanie naprawcze: Wykonano reset sprzętowy drukarki fiskalnej. Podsumowanie: Błąd pamięci ustąpił po restarcie.,Drukarka fiskalna - Błąd pamięci,[System] Incident,High,Report broken hardware,01.11.2025 16:42:38,4,0.9
1028, Awaria stacji dokującej laptopa,Opis:  Awaria stacji dokującej laptopa Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 17:05:04,0,0.0
1029,Błąd licencji pakietu Office,"Opis: Błąd licencji pakietu Office Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Low,Report a system problem,01.11.2025 12:44:20,0,0.0
1030,Prośba o nadanie uprawnień do grupy,Opis: Prośba o nadanie uprawnień do grupy Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 15:46:45,0,0.0
1031,Teams nie łączy z spotkaniem,Opis: Teams nie łączy z spotkaniem Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 16:08:25,0,0.0
1032,Uszkodzenie modułu laserowego skanera - blokuje obsługę klienta. czytnik kodów,"Opis: Uszkodzenie modułu laserowego skanera - blokuje obsługę klienta. czytnik kodów Działanie naprawcze: Zeskanowano kody konfiguracyjne przywracające ustawienia fabryczne. Podsumowanie: Sterownik zainstalowany ponownie, urządzenie wykryte.",Skaner - Błąd sterownika,[System] Incident,Medium,Report a system problem,01.11.2025 20:50:33,4,0.9
1033,Uszkodzone gniazdo LAN w ścianie - stanowisko nieczynne.,Opis: Uszkodzone gniazdo LAN w ścianie - stanowisko nieczynne. Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 19:55:46,0,0.0
1034,artefakty graficzne w interfejsie użytkownika zasłania przyciski funkcyjne - prośba o pilną weryfikację.,Opis: artefakty graficzne w interfejsie użytkownika zasłania przyciski funkcyjne - prośba o pilną weryfikację. Działanie naprawcze: Przeładowano interfejs użytkownika (UI Reload). Podsumowanie: Błąd graficzny ustąpił po restarcie aplikacji.,POS - Błąd interfejsu,[System] Incident,Medium,Report a system problem,01.11.2025 10:29:35,3,0.9
1035,awaria switcha w szafie rack - prośba o interwencję.,"Opis: awaria switcha w szafie rack - prośba o interwencję. Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.",Inne,[System] Incident,High,Report a system problem,01.11.2025 15:50:57,0,0.0
1036,wygasło hasło do systemu Windows - stanowisko nieczynne.,Opis: wygasło hasło do systemu Windows - stanowisko nieczynne. Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 12:27:35,0,0.0
1037,Błąd renderowania ikon na pasku statusu kod błędu GUI-102,Opis: Błąd renderowania ikon na pasku statusu kod błędu GUI-102 Działanie naprawcze: Zaktualizowano sterowniki karty graficznej na terminalu POS. Podsumowanie: Przyciski funkcyjne są widoczne i aktywne.,POS - Błąd interfejsu,[System] Incident,Medium,Report a system problem,01.11.2025 11:18:05,3,0.9
1038,Konto użytkownika wygasło użytkownik Anita,"Opis: Konto użytkownika wygasło użytkownik Anita Działanie naprawcze: Nadano brakujące uprawnienia kierownicze. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Dostęp - Błąd autoryzacji POS,[System] Service request,Medium,Report a system problem,01.11.2025 13:19:59,4,0.9
1039,Utrata sygnału wideo na kontrolerze KDS stacja grill - stanowisko nieczynne.,Opis: Utrata sygnału wideo na kontrolerze KDS stacja grill - stanowisko nieczynne. Działanie naprawcze: Wymieniono kabel HDMI/VGA łączący kontroler z monitorem. Podsumowanie: Zamówienia wyświetlają się poprawnie i bez opóźnień.,KDS - Brak sygnału wideo,[System] Incident,High,Report a system problem,01.11.2025 14:41:13,3,0.9
1040,Nieudana aktualizacja systemu Windows,Opis: Nieudana aktualizacja systemu Windows Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,High,Report a system problem,01.11.2025 19:01:14,0,0.0
1041,Uszkodzona matryca w laptopie służbowym - stanowisko nieczynne.,Opis: Uszkodzona matryca w laptopie służbowym - stanowisko nieczynne. Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Medium,Report broken hardware,01.11.2025 15:18:56,0,0.0
1042,Problem z zasilaczem do laptopa Dell,Opis: Problem z zasilaczem do laptopa Dell Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 12:39:07,0,0.0
1043,Adobe Reader nie otwiera plików PDF,"Opis: Adobe Reader nie otwiera plików PDF Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,High,Report a system problem,01.11.2025 22:51:28,0,0.0
1044,Błąd krytyczny bazy danych podczas zamknięcia dnia w systemie centralnym proces zatrzymuje się na 90%,"Opis: Błąd krytyczny bazy danych podczas zamknięcia dnia w systemie centralnym proces zatrzymuje się na 90% Działanie naprawcze: Zrestartowano stanowisko POS i zweryfikowano spójność bazy danych. Podsumowanie: Problem rozwiązany, zamknięcie dnia zakończone sukcesem.",POS - Błąd zamknięcia doby,[System] Incident,High,Report a system problem,01.11.2025 11:02:26,3,0.9
1045,Prośba o wsparcie: Brak dostępu do zasobów zewnętrznych,Opis: Prośba o wsparcie: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,Highest,Report a system problem,01.11.2025 19:36:29,0,0.0
1046,Skaner dokumentów nie pobiera kartek,"Opis: Skaner dokumentów nie pobiera kartek Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,Low,Report broken hardware,01.11.2025 08:07:12,0,0.0
1047,Błąd systemu: Opóźnienia w renderowaniu na ekranach KDS brak sygnalu wideo - blokuje obsluge klienta.,Opis: Błąd systemu: Opóźnienia w renderowaniu na ekranach KDS brak sygnalu wideo - blokuje obsluge klienta. Działanie naprawcze: Zrestartowano kontroler KDS. Podsumowanie: Obraz na ekranie kuchennym powrócił.,KDS - Brak sygnału wideo,[System] Incident,Medium,Report a system problem,01.11.2025 09:25:33,3,0.9
1048,Brak dostępu do sieci Wi-Fi,Opis: Brak dostępu do sieci Wi-Fi Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 23:21:06,0,0.0
1049,zatrzymany serwis synchronizacji danych na wszystkich stanowiskach ceny nie zaktualizowały się synchronizacja danych,"Opis: zatrzymany serwis synchronizacji danych na wszystkich stanowiskach ceny nie zaktualizowały się synchronizacja danych Działanie naprawcze: Sprawdzono logi serwera i usunięto blokadę transakcji. Podsumowanie: Replikacja przebiegła pomyślnie, ceny są poprawne.",System - Opóźnienie replikacji,[System] Incident,Low,Report a system problem,01.11.2025 16:43:50,4,0.9
1050,wniosek o edycję godzin - błędnie wybrane wejście data wczorajsza korekta czasu,"Opis: wniosek o edycję godzin - błędnie wybrane wejście data wczorajsza korekta czasu Działanie naprawcze: Anulowano błędne odbicie zgodnie z wnioskiem. Podsumowanie: Wniosek rozpatrzony pozytywnie, dane zaktualizowane.",RCP - Korekta czasu,[System] Service request,Medium,Report a system problem,01.11.2025 14:09:29,4,0.9
1051,Awaria switcha w szafie rack,Opis: Awaria switcha w szafie rack Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,High,Report a system problem,01.11.2025 18:32:35,0,0.0
1052,Incydent: Błąd synchronizacji ewidencji czasu pracy z serwerem dotyczy całego zespołu system nie uwzględnił nadgodzin - blokuje obsługę klienta.,"Opis: Incydent: Błąd synchronizacji ewidencji czasu pracy z serwerem dotyczy całego zespołu system nie uwzględnił nadgodzin - blokuje obsługę klienta. Działanie naprawcze: Sprawdzono konfigurację sieciową czytnika, przywrócono połączenie. Podsumowanie: Urządzenie działa poprawnie, test karty pracowniczej pozytywny.",RCP - Błąd synchronizacji,[System] Incident,Medium,Report a system problem,01.11.2025 09:27:45,3,0.9
1053,adobe Reader nie otwiera plików PDF,Opis: adobe Reader nie otwiera plików PDF Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 15:13:03,0,0.0
1054,Zgłoszenie awarii: Uszkodzona matryca w laptopie służbowym,Opis: Zgłoszenie awarii: Uszkodzona matryca w laptopie służbowym Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Medium,Report broken hardware,01.11.2025 11:46:35,0,0.0
1055,Awaria mikroserwisu obsługi mobile błąd API zamówienie nie dociera do POS - wymagany restart nie pomógł. aplikacja lojalnościowa,Opis: Awaria mikroserwisu obsługi mobile błąd API zamówienie nie dociera do POS - wymagany restart nie pomógł. aplikacja lojalnościowa Działanie naprawcze: Zrestartowano bramkę API integrującą mobile z POS. Podsumowanie: Kupony są ponownie walidowane poprawnie.,Aplikacja mobilna - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 15:52:06,4,0.9
1056,przeglądarka Chrome nie ładuje stron intranetu - stanowisko nieczynne.,"Opis: przeglądarka Chrome nie ładuje stron intranetu - stanowisko nieczynne. Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Medium,Report a system problem,01.11.2025 09:39:19,0,0.0
1057,Błąd systemu: Program antywirusowy blokuje aplikację - błąd powtarzalny.,Opis: Błąd systemu: Program antywirusowy blokuje aplikację - błąd powtarzalny. Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,Low,Report a system problem,01.11.2025 17:07:38,0,0.0
1058,Incydent: Utrata sygnału wideo na kontrolerze KDS stacja grill brak sygnału wideo - prośba o pilną weryfikację.,Opis: Incydent: Utrata sygnału wideo na kontrolerze KDS stacja grill brak sygnału wideo - prośba o pilną weryfikację. Działanie naprawcze: Wymieniono kabel HDMI/VGA łączący kontroler z monitorem. Podsumowanie: Problem rozwiązany po restarcie kontrolera.,KDS - Brak sygnału wideo,[System] Incident,Medium,Report a system problem,01.11.2025 11:58:44,3,0.9
1059,Brak dostępu do sieci Wi-Fi,Opis: Brak dostępu do sieci Wi-Fi Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,Highest,Report a system problem,01.11.2025 15:29:57,0,0.0
1060,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,High,Report a system problem,01.11.2025 19:53:10,0,0.0
1061,Monitor zewnetrzny nie wykrywa sygnału - prośba o interwencje.,Opis: Monitor zewnetrzny nie wykrywa sygnału - prośba o interwencje. Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Lowest,Report broken hardware,01.11.2025 14:56:45,0,0.0
1062,Program antywirusowy blokuje aplikację,Opis: Program antywirusowy blokuje aplikację Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,Low,Report a system problem,01.11.2025 19:25:22,0,0.0
1063,Błąd tarowania - wartość poza zakresem waga Dibal,"Opis: Błąd tarowania - wartość poza zakresem waga Dibal Działanie naprawcze: Wykonano zerowanie i tarowanie wagi. Podsumowanie: Waga wskazuje poprawnie, odczyt stabilny.",Waga - Błąd kalibracji,[System] Incident,Low,Report broken hardware,01.11.2025 09:06:44,4,0.9
1064,Konto użytkownika wygasło użytkownik Anastazja,"Opis: Konto użytkownika wygasło użytkownik Anastazja Działanie naprawcze: Nadano brakujące uprawnienia kierownicze. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Dostęp - Błąd autoryzacji POS,[System] Service request,Low,Report a system problem,01.11.2025 09:29:11,4,0.9
1065,Zgłoszenie awarii: Wyjątek w module fakturowania - NullReferenceException błąd walidacji danych,Opis: Zgłoszenie awarii: Wyjątek w module fakturowania - NullReferenceException błąd walidacji danych Działanie naprawcze: Zrestartowano moduł fakturowania. Podsumowanie: Dokument wygenerowany i wydrukowany.,Faktury - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 14:05:33,3,0.9
1066,Błąd systemu: Program antywirusowy blokuje aplikację,Opis: Błąd systemu: Program antywirusowy blokuje aplikację Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,Medium,Report a system problem,01.11.2025 15:52:46,0,0.0
1067,Brak dostępu do dysku sieciowego Z:,"Opis: Brak dostępu do dysku sieciowego Z: Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,High,Report a system problem,01.11.2025 12:12:27,0,0.0
1068, Uszkodzone gniazdo LAN w ścianie,Opis:  Uszkodzone gniazdo LAN w ścianie Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Low,Report broken hardware,01.11.2025 14:55:05,0,0.0
1069,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,High,Report a system problem,01.11.2025 16:57:01,0,0.0
1070,awaria stacji dokującej laptopa,Opis: awaria stacji dokującej laptopa Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,Lowest,Report broken hardware,01.11.2025 13:23:15,0,0.0
1071,Awaria switcha w szafie rack,Opis: Awaria switcha w szafie rack Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,High,Report broken hardware,01.11.2025 09:19:31,0,0.0
1072,Incydent: Błąd komunikacji RS232 z drukarką fiskalną drukarka Epson,Opis: Incydent: Błąd komunikacji RS232 z drukarką fiskalną drukarka Epson Działanie naprawcze: Wykonano reset sprzętowy drukarki fiskalnej. Podsumowanie: Zgłoszenie przekazane do serwisu zewnętrznego.,Drukarka fiskalna - Błąd pamięci,[System] Incident,High,Report broken hardware,01.11.2025 15:25:51,4,0.9
1073,Konto pocztowe przepełnione - stanowisko nieczynne.,Opis: Konto pocztowe przepełnione - stanowisko nieczynne. Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,Medium,Report a system problem,01.11.2025 12:42:29,0,0.0
1074,awaria: Wyjątek w module fakturowania - NullReferenceException zawieszenie modułu fakturowania - prośba o pilną weryfikację.,Opis: awaria: Wyjątek w module fakturowania - NullReferenceException zawieszenie modułu fakturowania - prośba o pilną weryfikację. Działanie naprawcze: Wyczyszczono cache plików tymczasowych PDF. Podsumowanie: Dokument wygenerowany i wydrukowany.,Faktury - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 12:08:41,3,0.9
1075,Nieprawidłowy format danych JSON z aplikacji zgłaszane przez klientów aplikacja lojalnościowa,"Opis: Nieprawidłowy format danych JSON z aplikacji zgłaszane przez klientów aplikacja lojalnościowa Działanie naprawcze: Sprawdzono logi transakcji, błąd po stronie zewnętrznego dostawcy. Podsumowanie: Kupony są ponownie walidowane poprawnie.",Aplikacja mobilna - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 13:46:01,4,0.9
1076,wyjatek w module fakturowania - NullReferenceException,"Opis: wyjatek w module fakturowania - NullReferenceException Działanie naprawcze: Sprawdzono dostępność serwisu GUS (baza NIP). Podsumowanie: Błąd API GUS ustąpił, dane pobierają się.",Faktury - Błąd API,[System] Incident,Medium,Report a system problem,01.11.2025 11:49:42,3,0.9
1077,Utrata komunikacji z terminalem płatniczym (PED) na kasie nr 14,Opis: Utrata komunikacji z terminalem płatniczym (PED) na kasie nr 14 Działanie naprawcze: Skonfigurowano ponownie adres IP terminala w ustawieniach POS. Podsumowanie: Autoryzacja kart działa bez opóźnień.,Terminal - Błąd komunikacji,[System] Incident,High,Report broken hardware,01.11.2025 12:48:22,3,0.9
1078,Dotyczy: Nieudana aktualizacja systemu Windows,"Opis: Dotyczy: Nieudana aktualizacja systemu Windows Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,Medium,Report a system problem,01.11.2025 20:33:30,0,0.0
