key,title,created,issue_type,title_clean,title_lower,category,confidence
SD-164833,Informacja o stratach półproduktów,2025-07-03 20:32:41.562000+02:00,Usługa,Informacja o stratach półproduktów,informacja o stratach półproduktów,inne,0.5
SD-164832,CSO32 - MSG_Fiscal_Printer_error ,2025-07-03 20:09:27.238000+02:00,Incydent,CSO32 - MSG_Fiscal_Printer_error,cso32 - msg_fiscal_printer_error,inne,0.5
SD-164831,McDonald's Poland Coates Support Case 00371552 Acknowledgment,2025-07-03 20:07:51.498000+02:00,Usługa,McDonald's Poland Coates Support Case 00371552 Acknowledgment,mcdonald's poland coates support case 00371552 acknowledgment,inne,0.5
SD-164830,cod - brak wiazki światła,2025-07-03 20:07:15.459000+02:00,Incydent,cod - brak wiazki światła,cod - brak wiazki światła,inne,0.5
SD-164828,Alerty o temperaturze - nie działa klimatyzacja ,2025-07-03 19:47:11.576000+02:00,Incydent,Alerty o temperaturze - nie działa klimatyzacja,alerty o temperaturze - nie działa klimatyzacja,inne,0.5
SD-164827,mystore - nie można otworzyć edycji odbić czasowych,2025-07-03 19:35:01.132000+02:00,Usługa,mystore - nie można otworzyć edycji odbić czasowych,mystore - nie można otworzyć edycji odbić czasowych,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-164826,CSO25 - prośba o detach,2025-07-03 19:25:05.330000+02:00,Incydent,CSO25 - prośba o detach,cso25 - prośba o detach,inne,0.5
SD-164825,tablet Table Service - RADIUS,2025-07-03 19:22:27.152000+02:00,Incydent,tablet Table Service - RADIUS,tablet table service - radius,inne,0.5
SD-164824,POS01 - error 65542,2025-07-03 19:13:54.477000+02:00,Incydent,POS01 - error 65542,pos01 - error 65542,inne,0.5
SD-164823,RE: McDonald's PL 61600672 Coates Support Case 00371479 Acknowledgment,2025-07-03 19:05:51.463000+02:00,Usługa,RE: McDonald's PL 61600672 Coates Support Case 00371479 Acknowledgment,re: mcdonald's pl 61600672 coates support case 00371479 acknowledgment,inne,0.5
SD-164822,RE: McDonald's Poland Coates Support Case 00371473 Acknowledgment,2025-07-03 19:03:51.783000+02:00,Usługa,RE: McDonald's Poland Coates Support Case 00371473 Acknowledgment,re: mcdonald's poland coates support case 00371473 acknowledgment,inne,0.5
SD-164821,McDonald's PL 61600672 Coates Support Case 00371479 Acknowledgment,2025-07-03 19:00:51.433000+02:00,Usługa,McDonald's PL 61600672 Coates Support Case 00371479 Acknowledgment,mcdonald's pl 61600672 coates support case 00371479 acknowledgment,inne,0.5
SD-164820,McDonald's Poland Coates Support Case 00371473 Acknowledgment,2025-07-03 18:58:51.872000+02:00,Usługa,McDonald's Poland Coates Support Case 00371473 Acknowledgment,mcdonald's poland coates support case 00371473 acknowledgment,inne,0.5
SD-164819,mop - prośba o włączenie,2025-07-03 18:50:02.353000+02:00,Usługa,mop - prośba o włączenie,mop - prośba o włączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164818,Odwiezienie i instalacja DF po naprawie,2025-07-03 18:45:54.946000+02:00,Poważny Incydent,Odwiezienie i instalacja DF po naprawie,odwiezienie i instalacja df po naprawie,inne,0.5
SD-164817,Naprawa DF z FOE63,2025-07-03 18:45:34.884000+02:00,Poważny Incydent,Naprawa DF z FOE63,naprawa df z foe63,inne,0.5
SD-164816,kvs - nie właczaja sie,2025-07-03 18:37:20.618000+02:00,Incydent,kvs - nie właczaja sie,kvs - nie właczaja sie,inne,0.5
SD-164814,cso27 - nie jest zalogowany,2025-07-03 18:29:42.929000+02:00,Incydent,cso27 - nie jest zalogowany,cso27 - nie jest zalogowany,inne,0.5
SD-164813,KVS22/34 - zawieszone zamówienie,2025-07-03 18:27:29.764000+02:00,Incydent,KVS22/34 - zawieszone zamówienie,kvs22/34 - zawieszone zamówienie,KVSxx – zawieszone zamówienie,0.9
SD-164811,McDonald's Poland Coates Support Case 00371479 Acknowledgment,2025-07-03 18:21:51.549000+02:00,Usługa,McDonald's Poland Coates Support Case 00371479 Acknowledgment,mcdonald's poland coates support case 00371479 acknowledgment,inne,0.5
SD-164810,McDonald's Poland Coates Support Case 00371473 Acknowledgment,2025-07-03 18:19:51.466000+02:00,Usługa,McDonald's Poland Coates Support Case 00371473 Acknowledgment,mcdonald's poland coates support case 00371473 acknowledgment,inne,0.5
SD-164808,KVS - po awarii prądu nie włączają się,2025-07-03 18:16:30.716000+02:00,Incydent,KVS - po awarii prądu nie włączają się,kvs - po awarii prądu nie włączają się,inne,0.5
SD-164806,MOP - Prośba o wyłącznie usługi,2025-07-03 18:11:21.911000+02:00,Usługa,MOP - Prośba o wyłącznie usługi,mop - prośba o wyłącznie usługi,inne,0.5
SD-164805,KVS - nie można zbijać zamówień,2025-07-03 18:10:56.509000+02:00,Incydent,KVS - nie można zbijać zamówień,kvs - nie można zbijać zamówień,inne,0.5
SD-164804,OfficePC - błąd wydruku na drukarce biurowej,2025-07-03 18:08:31.553000+02:00,Incydent,OfficePC - błąd wydruku na drukarce biurowej,officepc - błąd wydruku na drukarce biurowej,inne,0.5
SD-164803,Zablokowanie produktu ,2025-07-03 18:04:35.913000+02:00,Incydent,Zablokowanie produktu,zablokowanie produktu,inne,0.5
SD-164802,HHOT 4 cały czas się łączy ,2025-07-03 17:58:23.769000+02:00,Incydent,HHOT 4 cały czas się łączy,hhot 4 cały czas się łączy,inne,0.5
SD-164801,POS01 - terminal nie działa,2025-07-03 17:53:30.578000+02:00,Incydent,POS01 - terminal nie działa,pos01 - terminal nie działa,inne,0.5
SD-164799,szafa serwerowa - zbyt wysoka temperatura,2025-07-03 17:51:22.213000+02:00,Incydent,szafa serwerowa - zbyt wysoka temperatura,szafa serwerowa - zbyt wysoka temperatura,inne,0.5
SD-164798,tablet glovo - podłączenie do sieci,2025-07-03 17:49:49.895000+02:00,Usługa,tablet glovo - podłączenie do sieci,tablet glovo - podłączenie do sieci,Autorelease – nie wpada automatycznie,0.75
SD-164796,KVS01 - nie działa bumpbar,2025-07-03 17:43:22.897000+02:00,Incydent,KVS01 - nie działa bumpbar,kvs01 - nie działa bumpbar,inne,0.5
SD-164795,POS07 i 24 - nie otwierają się szuflady,2025-07-03 17:42:11.782000+02:00,Incydent,POS07 i 24 - nie otwierają się szuflady,pos07 i 24 - nie otwierają się szuflady,inne,0.5
SD-164794,Brak danych w PMX za 06.2025,2025-07-03 17:41:12.712000+02:00,Incydent,Brak danych w PMX za 06.2025,brak danych w pmx za 06.2025,inne,0.5
SD-164793,mop - zamówienia sa odrzucane,2025-07-03 17:39:55.927000+02:00,Incydent,mop - zamówienia sa odrzucane,mop - zamówienia sa odrzucane,inne,0.5
SD-164792,CR .241 - nie pokazuje możliwości płatności,2025-07-03 17:33:55.967000+02:00,Incydent,CR .241 - nie pokazuje możliwości płatności,cr .241 - nie pokazuje możliwości płatności,inne,0.5
SD-164791,mop - prośba o właczenie,2025-07-03 17:29:58.727000+02:00,Usługa,mop - prośba o właczenie,mop - prośba o właczenie,inne,0.5
SD-164790,Mystore - automatyczna inwentaryzacja frytek ,2025-07-03 17:29:32.409000+02:00,Usługa,Mystore - automatyczna inwentaryzacja frytek,mystore - automatyczna inwentaryzacja frytek,inne,0.5
SD-164788,orb03 - ekran ładowania,2025-07-03 17:20:39.623000+02:00,Incydent,orb03 - ekran ładowania,orb03 - ekran ładowania,inne,0.5
SD-164786,MOP - Prośba o wyłączenie,2025-07-03 17:07:31.409000+02:00,Usługa,MOP - Prośba o wyłączenie,mop - prośba o wyłączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164785,KVS - nie można zbijać zamówień - Problem z produkcją,2025-07-03 17:05:38.136000+02:00,Incydent,KVS - nie można zbijać zamówień - Problem z produkcją,kvs - nie można zbijać zamówień - problem z produkcją,inne,0.5
SD-164783,Brak darmowego WiFi dla gości ,2025-07-03 16:58:10.019000+02:00,Incydent,Brak darmowego WiFi dla gości,brak darmowego wifi dla gości,inne,0.5
SD-164780,skaner COD - brak wiązki,2025-07-03 16:51:32.324000+02:00,Incydent,skaner COD - brak wiązki,skaner cod - brak wiązki,inne,0.5
SD-164779,Głuchy telefon,2025-07-03 16:50:21.639000+02:00,Incydent,Głuchy telefon,głuchy telefon,inne,0.5
SD-164778,POS24 - drukarka  nie pinguje ,2025-07-03 16:45:42.672000+02:00,Incydent,POS24 - drukarka  nie pinguje,pos24 - drukarka  nie pinguje,inne,0.5
SD-164777,cso - niedostępne,2025-07-03 16:43:44.973000+02:00,Incydent,cso - niedostępne,cso - niedostępne,inne,0.5
SD-164776,Głuchy telefon,2025-07-03 16:42:58.578000+02:00,Incydent,Głuchy telefon,głuchy telefon,inne,0.5
SD-164773,CSO26 - Drukarka fiskalna nie pinguje ,2025-07-03 16:23:11.051000+02:00,Incydent,CSO26 - Drukarka fiskalna nie pinguje,cso26 - drukarka fiskalna nie pinguje,inne,0.5
SD-164772,DT - zmiana przyjmowania zamówień,2025-07-03 16:18:05.855000+02:00,Incydent,DT - zmiana przyjmowania zamówień,dt - zmiana przyjmowania zamówień,inne,0.5
SD-164771,Re: RE: RE: Re: RE: RE: RE: Brak danych PMIX 20-21.06,2025-07-03 16:16:52.188000+02:00,Usługa,Re: RE: RE: Re: RE: RE: RE: Brak danych PMIX 20-21.06,re: re: re: re: re: re: re: brak danych pmix 20-21.06,inne,0.5
SD-164770,POS24 - nie działa czytnik kart ,2025-07-03 16:12:33.549000+02:00,Incydent,POS24 - nie działa czytnik kart,pos24 - nie działa czytnik kart,inne,0.5
SD-164769,terminale - tracą połączenie,2025-07-03 16:11:19.310000+02:00,Incydent,terminale - tracą połączenie,terminale - tracą połączenie,inne,0.5
SD-164768,internet w restauracji,2025-07-03 16:07:33.198000+02:00,Incydent,internet w restauracji,internet w restauracji,inne,0.5
SD-164767,pos06 i -0s24 - gpr na 1 i 2 stronie kuchni nie drukuje,2025-07-03 16:05:05.086000+02:00,Incydent,pos06 i -0s24 - gpr na 1 i 2 stronie kuchni nie drukuje,pos06 i -0s24 - gpr na 1 i 2 stronie kuchni nie drukuje,inne,0.5
SD-164765,ABS- ekran beverage ,2025-07-03 16:00:06.464000+02:00,Incydent,ABS- ekran beverage,abs- ekran beverage,inne,0.5
SD-164763,Szafa serwerowa - głośne działanie,2025-07-03 15:56:44.085000+02:00,Incydent,Szafa serwerowa - głośne działanie,szafa serwerowa - głośne działanie,inne,0.5
SD-164762,ORB01 - zła rozdzielczość,2025-07-03 15:53:53.877000+02:00,Incydent,ORB01 - zła rozdzielczość,orb01 - zła rozdzielczość,inne,0.5
SD-164761,MyStore - nie włącza się,2025-07-03 15:53:03.725000+02:00,Usługa,MyStore - nie włącza się,mystore - nie włącza się,inne,0.5
SD-164760,skaner na linii drive 2 przestał działać ,2025-07-03 15:52:54.793000+02:00,Incydent,skaner na linii drive 2 przestał działać,skaner na linii drive 2 przestał działać,inne,0.5
SD-164759,Restauracja od razu się rozłączyła,2025-07-03 15:51:42.033000+02:00,Usługa,Restauracja od razu się rozłączyła,restauracja od razu się rozłączyła,inne,0.5
SD-164758,prośba o podanie numeru logowania pracownika ,2025-07-03 15:50:39.944000+02:00,Usługa,prośba o podanie numeru logowania pracownika,prośba o podanie numeru logowania pracownika,inne,0.5
SD-164757,MOP - wyłączenie usługi,2025-07-03 15:45:09.585000+02:00,Usługa,MOP - wyłączenie usługi,mop - wyłączenie usługi,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164756,cso36 - startup,2025-07-03 15:39:19.456000+02:00,Usługa,cso36 - startup,cso36 - startup,inne,0.5
SD-164754,Problem dotyczy monitorow na drive a dokladnie kamery na oknie 2.,2025-07-03 15:31:24.829000+02:00,Incydent,Problem dotyczy monitorow na drive a dokladnie kamery na oknie 2.,problem dotyczy monitorow na drive a dokladnie kamery na oknie 2.,inne,0.5
SD-164753,przebarwienie na wyświetlaczu ,2025-07-03 15:26:36.726000+02:00,Incydent,przebarwienie na wyświetlaczu,przebarwienie na wyświetlaczu,inne,0.5
SD-164752,INVO2 - brak faktury,2025-07-03 15:24:44.848000+02:00,Incydent,INVO2 - brak faktury,invo2 - brak faktury,inne,0.5
SD-164751,mop - restauracja jest pokazana jako zamknięta,2025-07-03 15:18:41.014000+02:00,Incydent,mop - restauracja jest pokazana jako zamknięta,mop - restauracja jest pokazana jako zamknięta,inne,0.5
SD-164750,skaner COD - brak wiązki,2025-07-03 15:18:01.925000+02:00,Incydent,skaner COD - brak wiązki,skaner cod - brak wiązki,inne,0.5
SD-164747,iDMB - nie włączaja się po awarii prądu,2025-07-03 15:06:47.444000+02:00,Incydent,iDMB - nie włączaja się po awarii prądu,idmb - nie włączaja się po awarii prądu,inne,0.5
SD-164745,webtool,2025-07-03 15:01:23.819000+02:00,Incydent,webtool,webtool,inne,0.5
SD-164744,Błędnie wpadają zamówienia na Beverage ,2025-07-03 14:55:52.206000+02:00,Incydent,Błędnie wpadają zamówienia na Beverage,błędnie wpadają zamówienia na beverage,inne,0.5
SD-164742,"POS03 - nie działa skaner, brak wiązki",2025-07-03 14:54:51.844000+02:00,Incydent,"POS03 - nie działa skaner, brak wiązki","pos03 - nie działa skaner, brak wiązki",inne,0.5
SD-164741,"kupon clr - promocja lokalna, której jeszcze nie ma",2025-07-03 14:52:47.554000+02:00,Incydent,"kupon clr - promocja lokalna, której jeszcze nie ma","kupon clr - promocja lokalna, której jeszcze nie ma",inne,0.5
SD-164740,Głuchy telefon,2025-07-03 14:47:26.007000+02:00,Incydent,Głuchy telefon,głuchy telefon,inne,0.5
SD-164737,wyse. 13 - nie można zalogować sie do office,2025-07-03 14:38:29.018000+02:00,Incydent,wyse. 13 - nie można zalogować sie do office,wyse. 13 - nie można zalogować sie do office,inne,0.5
SD-164736,POS03 - nie pinguje,2025-07-03 14:36:24.873000+02:00,Incydent,POS03 - nie pinguje,pos03 - nie pinguje,inne,0.5
SD-164734,słuchawki na drive - nie działają,2025-07-03 14:30:43.136000+02:00,Usługa,słuchawki na drive - nie działają,słuchawki na drive - nie działają,inne,0.5
SD-164733,Połączenie,2025-07-03 14:29:50.711000+02:00,Usługa,Połączenie,połączenie,inne,0.5
SD-164730,głuchy telefon,2025-07-03 14:20:43.961000+02:00,Incydent,głuchy telefon,głuchy telefon,inne,0.5
SD-164729,ORB04 - czerwony ekran,2025-07-03 14:19:56.210000+02:00,Incydent,ORB04 - czerwony ekran,orb04 - czerwony ekran,inne,0.5
SD-164728,Mystore - listy magazynowe ,2025-07-03 14:15:44.774000+02:00,Incydent,Mystore - listy magazynowe,mystore - listy magazynowe,inne,0.5
SD-164727,"poczta pl-00355MGR zgłasza błąd, że jej nie odnaleziono",2025-07-03 14:14:44.684000+02:00,Incydent,"poczta pl-00355MGR zgłasza błąd, że jej nie odnaleziono","poczta pl-00355mgr zgłasza błąd, że jej nie odnaleziono",inne,0.5
SD-164726,rest oddzwania,2025-07-03 14:12:37.864000+02:00,Usługa,rest oddzwania,rest oddzwania,inne,0.5
SD-164725,cso - brak reklamy z kawą poziomkową,2025-07-03 14:12:24.091000+02:00,Incydent,cso - brak reklamy z kawą poziomkową,cso - brak reklamy z kawą poziomkową,inne,0.5
SD-164724,RE: RE: Re: RE: RE: RE: Brak danych PMIX 20-21.06,2025-07-03 14:10:51.442000+02:00,Usługa,RE: RE: Re: RE: RE: RE: Brak danych PMIX 20-21.06,re: re: re: re: re: re: brak danych pmix 20-21.06,inne,0.5
SD-164723,brak dostępu do folderu mgr,2025-07-03 14:07:30.308000+02:00,Incydent,brak dostępu do folderu mgr,brak dostępu do folderu mgr,inne,0.5
SD-164722,Błędna dane sprzedażowe na raporcie ,2025-07-03 13:57:21.646000+02:00,Incydent,Błędna dane sprzedażowe na raporcie,błędna dane sprzedażowe na raporcie,inne,0.5
SD-164721,RE: McDonald's PL Stargard-61600500 Coates Support Case 00371305 Acknowledgment,2025-07-03 13:56:52.247000+02:00,Usługa,RE: McDonald's PL Stargard-61600500 Coates Support Case 00371305 Acknowledgment,re: mcdonald's pl stargard-61600500 coates support case 00371305 acknowledgment,inne,0.5
SD-164719,McDonald's PL Stargard-61600500 Coates Support Case 00371305 Acknowledgment,2025-07-03 13:53:52.294000+02:00,Usługa,McDonald's PL Stargard-61600500 Coates Support Case 00371305 Acknowledgment,mcdonald's pl stargard-61600500 coates support case 00371305 acknowledgment,inne,0.5
SD-164718,MOP - prośba o uruchomienie,2025-07-03 13:53:13.506000+02:00,Usługa,MOP - prośba o uruchomienie,mop - prośba o uruchomienie,inne,0.5
SD-164716,brak komunikacji z monitorami. waystation offline. ip-1,2025-07-03 13:51:12.554000+02:00,Incydent,brak komunikacji z monitorami. waystation offline. ip-1,brak komunikacji z monitorami. waystation offline. ip-1,inne,0.5
SD-164715,McDonald's Poland Coates Support Case 00371305 Acknowledgment,2025-07-03 13:50:51.907000+02:00,Usługa,McDonald's Poland Coates Support Case 00371305 Acknowledgment,mcdonald's poland coates support case 00371305 acknowledgment,inne,0.5
SD-164714,POS24- Nie pinguje,2025-07-03 13:50:28.933000+02:00,Incydent,POS24- Nie pinguje,pos24- nie pinguje,inne,0.5
SD-164713,MyStore - Wrin Frytek zmienia się,2025-07-03 13:50:01.918000+02:00,Incydent,MyStore - Wrin Frytek zmienia się,mystore - wrin frytek zmienia się,inne,0.5
SD-164711,POS1 - waystation offline,2025-07-03 13:43:48.794000+02:00,Incydent,POS1 - waystation offline,pos1 - waystation offline,inne,0.5
SD-164709,Nie działa monitor nad kasą nr 19,2025-07-03 13:39:23.048000+02:00,Incydent,Nie działa monitor nad kasą nr 19,nie działa monitor nad kasą nr 19,inne,0.5
SD-164704,Kamery nie działają,2025-07-03 13:30:54.293000+02:00,Incydent,Kamery nie działają,kamery nie działają,inne,0.5
SD-164694,kiosk nie reaguje czasami qna dotyk ,2025-07-03 13:28:54.074000+02:00,Incydent,kiosk nie reaguje czasami qna dotyk,kiosk nie reaguje czasami qna dotyk,inne,0.5
SD-164688,"problem jest z bumparem nie drukarką, proszę o jak najszybszą interwncję",2025-07-03 13:17:34.117000+02:00,Incydent,"problem jest z bumparem nie drukarką, proszę o jak najszybszą interwncję","problem jest z bumparem nie drukarką, proszę o jak najszybszą interwncję",inne,0.5
